SG_UF_PROVA;NU_NOTA_MT
PA;415.2
SP;595.2
RJ;432.8
SP;546.4
AL;468.1
SP;620.3
BA;
SP;432.4
RN;
PA;497.4
MG;574.3
PI;
BA;440.9
RS;484.1
MA;
SC;655.6
ES;
PA;535.7
SP;
CE;359.6
BA;447.6
MA;594.1
PB;
SP;672.8
PR;
ES;672.1
SP;
BA;652.1
PA;526.7
PI;
SE;505.9
PB;590.7
PA;427.3
MG;579.6
PR;541.3
ES;
RJ;523.7
MG;548.8
MA;
PE;476.3
PA;502.0
CE;451.3
SP;
RJ;564.4
SP;486.2
PB;405.2
MA;608.8
MA;
BA;424.0
CE;429.3
PA;509.4
BA;433.7
PA;
GO;
SE;477.1
PA;398.0
GO;360.3
CE;396.2
RS;407.5
RS;404.9
PE;
RJ;640.5
AM;
RS;
AL;411.3
PA;583.6
PA;533.7
MA;462.4
PI;552.5
CE;357.7
MG;649.0
SP;855.4
GO;
CE;430.6
BA;484.7
MA;530.1
PA;481.4
SP;
PE;415.3
SP;741.4
PI;534.8
BA;386.9
BA;613.0
RS;396.0
AC;
BA;684.2
PR;615.8
RJ;418.3
BA;535.1
RN;400.8
PE;393.6
RJ;
RJ;
SP;510.9
DF;
SP;471.7
BA;437.9
BA;474.9
PA;508.3
MG;372.1
SC;579.6
SC;
BA;415.8
ES;392.5
RJ;
ES;449.2
PE;383.0
MG;
BA;
SC;
MA;505.4
RJ;
PA;
SP;801.2
SP;528.6
PA;
CE;
ES;
PB;
MG;435.2
MG;
BA;
SP;673.9
GO;394.6
MG;
RJ;419.9
AC;488.9
ES;524.7
PA;
BA;726.9
AL;
GO;
BA;464.8
PE;431.1
RS;490.5
TO;523.8
BA;467.9
MA;847.6
SP;535.8
SE;563.4
MA;369.7
AC;506.0
RS;
SP;
RO;372.8
DF;523.1
MG;460.9
RJ;843.4
RJ;
PA;
SP;
CE;372.9
RS;
SP;579.0
PE;437.8
SC;451.1
SP;669.6
SP;
PB;488.8
DF;525.2
SP;
SP;793.1
PA;500.5
RO;482.1
MG;584.6
MG;544.8
PA;
BA;413.5
PB;522.7
GO;
MG;706.7
SP;499.0
MG;636.9
PE;772.0
AM;349.8
DF;430.3
ES;409.0
SP;
CE;499.4
PE;457.1
PA;442.6
PR;420.5
SP;549.0
RS;527.6
PI;
MS;
SE;400.9
MA;
AL;
SP;535.0
MT;687.4
PE;
MA;
RJ;658.7
RS;503.0
RJ;511.7
CE;368.0
PE;537.8
RJ;592.9
PB;488.8
PE;465.5
PE;390.1
SC;534.2
RJ;449.3
RJ;362.8
PA;
MA;481.4
BA;489.5
DF;498.3
PB;504.6
RJ;
PE;
CE;601.9
MG;704.8
BA;754.4
MG;
PR;
SP;
RS;
PR;
SC;
RS;646.4
RN;
PI;477.2
RJ;784.6
AM;531.7
PA;516.1
PB;518.8
BA;596.1
RJ;657.5
PE;520.5
MG;
BA;
MA;485.3
MG;524.4
PA;483.8
AL;
CE;455.4
RJ;431.8
CE;609.6
MA;
SC;535.5
MS;596.6
SP;653.2
BA;
PR;659.5
AM;452.0
MG;467.6
MT;
RN;380.5
BA;483.7
BA;621.9
GO;
MG;836.2
SP;498.2
CE;
BA;394.2
MG;380.6
SP;498.2
PE;686.4
DF;474.2
CE;436.2
SP;626.7
BA;539.7
MA;409.4
MG;
PE;477.1
RN;
CE;626.5
BA;544.7
SP;843.7
MG;483.2
BA;448.3
SP;
BA;
AL;
BA;809.5
AL;521.0
PR;553.7
SP;502.7
MG;894.6
SE;562.1
RJ;471.2
MG;442.6
MS;537.7
BA;
BA;744.5
SP;517.3
PB;379.4
GO;385.8
RJ;542.4
PE;579.6
PA;
CE;486.9
PI;409.5
MA;490.7
SP;
RJ;356.2
PE;515.9
MS;481.4
BA;468.7
SP;618.6
RS;567.5
PE;381.9
DF;479.6
SP;561.1
SP;
AP;689.4
RJ;402.2
MG;669.9
PA;475.7
SP;458.4
PB;576.0
MG;515.2
RS;568.0
TO;456.3
BA;354.3
CE;
PA;
CE;634.4
PR;434.0
BA;
BA;
RN;551.1
PB;536.9
BA;460.6
PA;465.9
SP;
PE;561.8
RJ;487.5
SP;424.5
PR;
MA;419.1
RJ;
GO;546.6
RJ;
SE;383.4
MG;
RJ;
PB;398.1
BA;409.6
AL;690.2
SC;
PA;477.9
BA;565.1
CE;
SC;525.8
MG;781.6
MA;
SE;432.7
MG;
BA;484.2
MG;456.6
PA;366.3
SP;370.6
AM;464.4
RJ;443.2
BA;
BA;
PA;
AL;447.8
MG;
SP;473.3
CE;
GO;
RS;471.5
DF;411.1
BA;563.6
MG;611.3
SP;
RN;458.9
BA;934.4
MA;577.8
BA;399.4
RS;
RJ;621.9
AM;
CE;448.6
MG;
MG;553.7
BA;473.5
PE;470.4
SP;605.3
CE;524.1
CE;543.1
AC;384.2
MS;403.9
MG;761.6
DF;768.0
MG;
PA;
CE;
PB;386.6
PR;414.0
AL;436.6
PE;584.9
SP;618.5
CE;
MG;611.4
GO;515.2
CE;662.2
PE;
PR;586.7
SP;
PB;
MG;418.8
PB;494.7
PE;378.3
MS;429.4
PE;423.3
PB;
GO;434.3
PE;
CE;
CE;532.5
RJ;504.3
MS;640.8
RJ;598.9
PE;530.2
AL;656.1
AL;544.6
CE;502.1
SP;613.3
GO;629.7
SP;668.6
PI;
PE;470.1
RS;447.8
PA;515.0
RJ;492.6
PE;432.6
SC;
SP;630.2
BA;357.2
PB;369.7
SP;
PA;540.4
MA;496.8
RS;584.0
SC;386.1
ES;512.8
MA;
SE;
SC;
MG;
PI;390.0
RS;370.7
SP;496.7
GO;651.6
PR;618.0
PE;668.3
PE;
SC;405.8
MG;
PI;351.0
RJ;
MA;447.4
BA;401.2
ES;
SP;
RN;457.1
PE;529.0
BA;
AP;
PA;368.6
PA;
GO;
PI;508.9
PA;
PI;683.6
CE;525.6
PE;503.4
PR;
GO;358.0
SP;361.5
PE;
RN;478.0
RJ;556.7
GO;632.0
SP;530.8
SP;606.1
CE;371.4
PB;382.4
ES;
GO;467.9
MG;476.3
MA;
MA;351.4
CE;385.6
BA;631.3
SC;
SP;478.7
PA;
SP;605.9
PE;682.7
PA;480.5
PA;
RS;
BA;
MT;381.4
RN;
RJ;561.8
BA;
AL;
PA;358.3
SP;394.5
AM;
MG;411.0
BA;630.3
MG;
BA;
RJ;
RS;600.8
AP;
MG;565.7
PI;603.9
PA;360.2
PE;499.2
SP;400.6
CE;
MA;
CE;
SP;546.1
MG;859.3
PA;529.2
SP;394.0
PE;556.2
BA;403.8
SP;535.9
CE;611.1
PA;496.5
SP;533.5
SP;405.7
PR;569.7
BA;
DF;549.6
MG;
MA;559.8
DF;
SP;418.7
BA;381.1
MA;
RS;648.3
BA;407.6
PE;457.2
CE;
SP;513.3
SP;500.1
SP;534.0
MA;513.6
PA;460.0
MG;
PA;383.3
PE;
MA;554.4
RN;428.4
RJ;583.7
SP;594.5
CE;835.9
PI;
MA;467.0
SP;592.6
PB;561.3
BA;507.3
PA;
BA;481.4
SP;387.5
SC;420.3
RO;
PE;729.7
RN;
GO;597.5
MG;
BA;466.1
RS;
MS;
MG;472.5
SP;554.4
PE;
MG;
GO;480.6
RN;653.5
PE;
GO;
AM;483.2
PA;621.4
MA;575.9
RJ;520.2
RN;461.4
MG;584.7
PE;450.8
CE;396.8
MA;
SE;
SP;410.2
SP;429.1
SP;546.2
GO;423.1
RS;626.8
PA;728.2
SP;
MG;
MG;699.3
PA;475.8
MG;514.5
PR;
RS;
PA;712.0
MA;535.8
PA;519.8
GO;664.7
PE;
BA;660.4
RO;645.2
PB;528.9
PA;481.6
AL;356.2
MG;
MG;606.7
PE;378.7
SP;700.5
MG;363.1
MA;486.2
RJ;631.3
GO;577.5
PA;
PR;432.2
RJ;391.6
SP;
PA;405.0
BA;679.0
BA;
AL;522.0
RJ;820.6
SP;539.0
RN;
RJ;835.3
MT;
PA;609.0
RJ;637.7
SP;364.9
GO;477.2
AL;
SP;
DF;
BA;480.9
RJ;543.2
MG;589.6
MG;654.5
GO;430.5
PR;
SC;376.0
CE;442.9
MG;571.4
BA;
SP;382.6
PE;687.8
MG;740.2
BA;551.6
GO;412.1
PA;599.0
SP;614.2
PA;
RN;529.7
SP;
MG;408.1
SE;458.7
DF;402.8
CE;
MG;477.9
SE;388.3
PI;705.2
SP;
AL;399.7
CE;395.4
PA;
SE;455.5
MA;
CE;633.6
PE;
BA;384.5
BA;375.0
RO;484.8
MG;720.4
BA;
PA;
SP;387.1
PA;495.5
RJ;482.3
RJ;421.4
PA;500.5
RS;
PB;463.1
MS;
PI;
MG;447.6
RJ;
MA;461.4
PA;529.2
BA;420.8
MA;
MA;414.0
MG;402.2
SP;
MA;372.6
BA;613.6
MA;
BA;735.3
SP;
SP;595.7
SP;610.5
GO;478.7
RJ;
SP;
SP;426.6
ES;439.4
BA;
GO;681.2
RJ;618.0
PI;
BA;
RN;580.5
SP;592.4
GO;572.7
PI;339.7
RJ;771.9
PE;407.2
MT;441.1
PA;748.9
PA;537.7
BA;
BA;430.1
BA;419.1
PA;497.6
BA;376.0
BA;451.8
MG;584.8
PA;531.0
PE;429.7
CE;370.2
PI;481.7
CE;
MS;397.4
AM;
PR;515.3
CE;636.7
PA;591.1
SP;613.6
MA;458.2
MA;638.2
SC;673.0
PE;442.1
AL;767.7
PR;612.6
CE;399.1
PI;
SP;360.9
CE;626.9
BA;
SP;667.4
MG;606.6
SP;548.2
PI;477.5
TO;
MA;414.6
MA;
PA;
RS;549.4
SP;571.4
RO;495.4
AM;504.6
PB;618.9
BA;570.3
SC;558.3
AP;509.4
CE;614.8
CE;659.0
MG;584.4
RO;
PI;349.3
RJ;404.1
RS;489.6
SP;
CE;490.1
GO;446.0
BA;
MG;439.1
BA;
PA;474.7
MA;619.8
BA;
SP;526.4
SP;673.6
CE;445.5
RJ;386.1
PI;
BA;512.5
PI;725.6
PA;394.5
GO;394.0
SP;
RN;
MG;736.9
RJ;
RJ;434.6
MG;515.6
SP;497.3
AC;513.5
RN;861.7
CE;
MG;564.5
BA;672.1
PB;498.6
PE;362.6
MA;396.9
RS;414.2
ES;389.1
PI;434.8
BA;
GO;
PI;459.5
SP;430.5
SP;448.0
CE;
PA;453.1
PA;356.7
MS;
CE;602.4
CE;
MG;
BA;
PI;556.3
PA;
AM;
MT;671.6
BA;376.1
MG;
RJ;721.5
MG;
MS;428.9
CE;662.7
PI;444.7
CE;449.7
SP;704.6
CE;
RN;546.2
RJ;657.5
RO;529.8
CE;486.2
BA;527.0
RJ;
AL;540.7
PB;505.2
SP;
PE;577.3
SP;
SP;512.5
PE;635.9
RN;631.9
RJ;356.8
PR;446.3
BA;618.4
PA;466.5
PE;
MG;424.4
MG;443.1
SE;383.4
CE;521.9
RJ;564.5
MG;495.5
CE;371.6
MA;435.5
AC;684.0
MS;
PA;489.1
GO;368.7
RS;387.6
CE;563.9
CE;451.0
SP;870.3
GO;
PB;
RJ;348.0
PE;
SP;549.1
CE;
MA;
PA;425.6
GO;
MA;614.2
PB;
RJ;426.3
RS;731.2
RJ;503.4
SP;
CE;
SP;364.3
GO;
PB;597.2
RJ;508.3
CE;392.2
BA;562.5
PE;494.3
MA;444.4
SP;440.9
SP;
RJ;884.4
PI;637.5
RS;402.3
PR;509.5
RN;549.5
SP;554.8
DF;355.2
SC;
BA;398.1
RJ;433.3
MG;569.0
PA;484.3
PA;401.0
BA;453.4
BA;
GO;455.2
PA;393.3
PA;462.7
MA;387.5
PE;459.1
RJ;
RN;501.5
PE;592.4
BA;469.8
PA;568.7
SP;659.2
PB;449.1
RN;634.6
AM;
PR;531.5
SE;369.8
RN;592.4
MT;491.8
MG;835.4
SP;425.4
MA;698.6
MG;446.3
DF;550.2
PA;
BA;656.6
BA;
RJ;387.1
RR;
SP;505.4
CE;608.5
GO;
SE;508.0
RN;385.3
PI;
MS;
BA;672.6
RJ;
BA;548.9
DF;
BA;936.2
RS;515.1
SP;569.8
MA;
SP;
BA;531.0
MA;
MG;584.6
AM;376.6
BA;353.0
BA;385.8
SP;592.8
PA;
CE;656.4
AL;
RJ;696.9
RJ;
RJ;733.4
MG;495.7
SP;673.5
PB;618.3
DF;
ES;496.4
SP;630.9
DF;502.2
PA;622.8
PE;347.0
ES;631.6
DF;
MA;519.3
MS;514.7
AC;497.7
RJ;466.0
SE;457.5
PA;
MA;471.4
ES;393.0
PA;
AL;
PB;480.7
RJ;582.2
PA;
BA;579.1
PE;490.5
RS;
PE;422.7
PA;478.4
SP;
RJ;515.3
PB;390.4
RN;727.3
PE;475.0
MA;
CE;500.6
PA;
PI;
RN;474.7
SP;
PB;509.0
GO;473.4
RS;
RN;
PE;495.4
RJ;447.0
PE;
SP;
CE;639.7
GO;
MG;531.3
RS;391.3
CE;486.3
PA;409.3
PA;578.7
SP;435.9
SC;
PB;427.6
PE;
RS;646.2
SE;
RJ;619.3
AL;459.7
DF;837.2
CE;606.5
MS;
BA;
RN;
BA;
DF;
PI;608.6
SE;526.4
BA;
BA;
PE;472.2
MA;472.0
AC;497.1
AM;399.2
MG;621.6
MG;495.7
PA;
RJ;491.8
SP;453.3
MG;542.7
PE;
RS;
GO;
PI;
CE;649.9
MG;609.8
RJ;
MG;474.0
SP;
MA;
BA;
MG;
PI;
RJ;
SP;621.1
PR;
CE;
PB;586.0
SE;429.5
GO;563.0
BA;465.2
SP;432.9
PA;409.1
RN;468.0
BA;
SP;729.6
SP;
RN;631.9
BA;
PA;
RN;635.4
PI;613.5
PA;412.1
CE;473.4
AP;445.2
BA;532.1
MG;
PE;499.6
SP;472.3
BA;743.3
GO;552.8
ES;527.7
PA;438.2
BA;455.6
RJ;544.8
BA;735.8
BA;377.6
SE;351.2
RJ;
MG;
MG;596.7
MA;587.4
PI;
PI;498.3
MG;611.8
MG;
AM;383.0
AL;468.5
RS;
PR;474.1
PI;
PE;592.7
MA;
SP;502.4
BA;471.8
BA;600.5
RJ;593.3
PE;
PB;550.7
BA;418.2
AC;
RS;
ES;549.9
PA;
DF;475.8
SE;372.8
BA;580.2
MG;
BA;401.4
PI;578.0
RS;544.5
CE;536.9
BA;762.6
SP;395.2
RN;528.0
TO;365.3
CE;591.0
SP;389.9
AL;
BA;520.8
MA;423.7
MG;
RJ;438.4
CE;549.0
SP;460.5
MG;
ES;516.5
MG;
CE;427.8
CE;568.2
CE;425.3
CE;594.5
SP;787.9
PA;
GO;392.1
RN;380.0
RJ;
CE;646.4
CE;565.7
BA;584.5
RJ;
BA;603.1
CE;631.7
SP;
MA;493.9
SP;
RN;731.9
PE;460.2
GO;778.0
SP;520.6
RJ;447.2
RJ;369.1
BA;396.9
RN;462.4
AL;
MG;704.6
RS;481.1
PR;
MA;
MA;360.0
PE;455.8
MG;534.6
RS;349.6
MG;817.2
RS;517.3
MA;541.9
PA;434.9
PI;468.7
RS;494.3
RJ;448.9
MA;
SP;546.8
BA;556.4
BA;578.3
SE;358.4
MA;428.6
RS;350.1
PI;
MG;
MA;
RJ;496.5
MA;
AM;452.7
PB;671.3
PA;
SC;
MG;
RS;727.8
PE;423.7
PA;375.2
DF;
PI;516.0
SP;649.3
RS;555.6
PB;662.7
PE;
RJ;374.3
SP;519.0
PI;432.2
RJ;617.0
PB;
SP;
MG;663.7
MA;375.8
SP;507.2
TO;383.8
SE;567.3
MG;
RJ;508.3
MS;492.2
MS;603.6
MA;526.4
PB;
PI;707.6
RN;499.2
PI;657.2
PA;392.9
BA;
GO;417.3
PA;
CE;497.5
MG;614.4
BA;451.8
SE;
AC;395.6
SC;574.2
SP;552.6
SP;634.1
GO;
PI;473.8
SP;459.2
SP;786.9
MS;482.5
CE;596.3
SP;566.3
SP;483.5
ES;
PE;369.1
BA;
BA;
MA;345.0
PB;503.4
GO;
PB;690.9
SP;529.1
AM;375.8
CE;544.6
SP;559.1
CE;
PE;
PB;
AP;533.8
PA;684.1
SE;
CE;534.7
PR;
ES;
ES;
PB;516.9
BA;
SP;444.7
GO;
MT;
PA;478.2
PB;365.5
SP;600.2
PA;430.4
PI;340.4
SP;547.2
MG;699.6
BA;448.6
PA;
PB;731.2
PE;643.6
PI;470.7
AL;403.8
GO;
GO;
PE;486.1
BA;733.9
SP;
MG;856.3
SP;516.4
MS;702.6
PE;351.2
PA;636.8
PE;416.8
SP;430.7
SP;540.7
CE;586.0
PA;527.6
DF;
SP;
RJ;647.1
RS;373.2
BA;760.5
RN;580.7
RJ;372.0
PA;350.7
SP;558.3
PA;547.9
PA;
PI;
SP;439.6
PI;475.7
BA;
AP;
MG;462.7
SP;
TO;482.0
MG;825.0
MG;522.6
PA;419.8
BA;757.1
PA;345.7
GO;604.9
MG;649.7
SP;505.4
RJ;607.3
DF;683.1
PE;742.4
SP;777.2
PB;688.9
PA;577.9
PE;626.4
PI;
SE;356.0
MG;389.7
PR;463.0
SE;364.4
SP;621.7
RJ;
PB;528.9
MA;450.5
RJ;595.0
PI;473.3
SP;388.2
PE;398.0
RN;594.9
GO;523.0
MS;579.1
RJ;
AM;
PE;657.3
SP;849.5
PI;687.8
PA;416.2
MA;680.8
GO;755.4
BA;550.7
RS;723.0
SP;380.9
GO;
RJ;406.1
SE;466.4
AL;397.7
RJ;513.9
SP;426.8
RN;583.8
SP;
BA;
PB;788.6
SC;
RN;
CE;395.9
SP;477.3
RJ;458.9
MG;496.0
SP;554.2
RJ;420.7
PA;
PI;559.7
PA;500.4
GO;
SP;
PI;
BA;
RJ;470.7
MT;
PE;507.3
MA;415.5
SE;573.8
AM;
MG;
DF;
GO;569.8
BA;492.8
MS;378.6
SP;445.9
ES;
PA;
PE;510.0
SC;
AP;447.2
ES;580.5
DF;
CE;618.9
PR;
SP;508.2
SP;
RJ;456.4
PB;
RS;707.6
AM;
AL;
PR;542.2
MG;629.8
MG;
PB;
SE;499.9
RS;
AC;612.7
RS;618.3
PI;
DF;
RJ;501.2
PR;
BA;587.8
RN;
PA;393.9
PE;566.2
SC;423.8
RJ;
GO;
MT;430.1
RS;916.3
AL;601.1
PR;814.7
BA;482.6
PA;374.5
GO;770.8
SP;
PB;561.4
BA;573.7
RS;391.4
PR;
BA;481.5
RS;
SE;644.0
DF;543.2
PB;450.9
MG;720.0
SP;451.9
PE;
RN;
RJ;
BA;686.5
CE;502.0
MA;526.0
BA;453.3
MG;643.2
PR;629.1
RJ;755.6
CE;768.7
PI;
CE;434.3
SC;568.7
BA;510.4
BA;477.1
PB;574.9
AM;439.3
MG;
RS;796.6
MG;
PE;
AM;690.2
MG;631.9
GO;487.3
GO;
RJ;460.4
CE;439.1
AL;
PR;631.2
MG;395.2
CE;659.9
GO;527.4
SE;
ES;
MG;562.5
SP;610.4
MA;500.6
SC;555.1
MG;758.6
CE;596.6
PA;567.4
PR;399.0
AM;558.7
CE;
SP;
RJ;672.8
PI;676.2
MG;594.9
PB;413.5
SE;485.6
SP;469.6
PE;497.4
PE;797.6
GO;531.0
PB;548.8
MG;
RJ;
PA;540.8
RN;465.8
PB;532.2
PE;
SP;453.8
DF;588.0
BA;565.0
CE;451.3
GO;420.6
MG;
MG;
SE;
SP;578.7
PI;580.1
PE;572.0
CE;418.1
SP;
RN;404.7
MA;656.8
BA;530.2
PE;383.4
PE;432.5
BA;
SP;
RO;541.2
PA;
CE;550.9
RJ;521.5
RJ;374.4
AM;558.0
BA;551.5
AL;543.8
SP;
AM;494.1
PA;557.0
PA;384.2
SE;
BA;
GO;616.3
DF;468.9
SP;623.4
BA;502.8
BA;524.3
PI;622.4
CE;396.8
SC;
SP;
MG;385.3
SP;553.6
PR;871.8
MA;434.7
PR;586.6
SP;
MG;357.0
MG;493.6
SP;623.7
CE;391.2
GO;
PA;
RJ;472.4
SP;399.8
PA;481.8
PR;
PR;495.4
RJ;504.1
CE;477.8
PI;407.7
CE;662.0
MG;536.9
PB;
GO;421.4
GO;622.6
SP;
MG;545.2
RJ;
MG;668.8
BA;504.3
RS;489.3
PA;436.6
BA;
CE;462.9
MG;416.2
SP;476.7
RS;634.2
BA;
CE;430.0
PA;
SP;575.4
PI;456.3
AM;
CE;500.8
AM;474.6
SP;536.5
PB;535.6
PI;654.6
RJ;694.7
CE;719.7
MA;464.5
MA;630.6
PE;664.8
SP;719.1
SP;702.8
SP;439.1
BA;359.1
PE;650.1
GO;
AL;518.1
GO;608.9
SP;778.9
BA;502.4
MG;798.9
PA;624.8
SC;
BA;374.1
RJ;
PE;650.4
AL;432.7
BA;437.8
PE;643.1
SE;371.5
RS;442.8
RS;578.0
RJ;630.5
RS;
RJ;
AM;493.6
AL;
MA;
RS;
BA;513.3
MA;485.4
PI;426.5
MA;405.5
SP;495.0
RJ;577.5
MT;
MG;468.6
MT;503.1
SC;576.5
RJ;455.3
RS;568.8
SP;447.6
RJ;772.6
CE;
SP;685.1
CE;505.2
SP;712.6
SP;475.3
CE;
ES;640.6
ES;844.9
CE;
CE;691.8
RJ;524.9
MG;617.1
PE;400.8
PA;
MG;813.5
RJ;
CE;492.5
SP;679.3
AL;571.9
PA;570.8
BA;377.2
SP;
PA;569.3
ES;367.7
CE;687.7
BA;620.7
MG;549.4
GO;614.2
PB;586.6
BA;429.8
PA;586.1
MG;
SE;681.3
GO;
SC;616.8
MA;554.8
RS;492.9
SP;
MA;
PA;
CE;474.8
PI;605.9
SP;
BA;695.4
GO;
PA;337.0
PA;445.7
MG;433.3
CE;396.2
BA;404.0
SP;
PB;412.5
SP;592.6
RJ;
MG;
CE;
SP;645.4
PE;730.8
AM;440.2
MG;523.0
RJ;469.5
SP;745.6
CE;
GO;395.1
BA;428.3
BA;639.2
RJ;602.5
BA;452.3
MG;662.7
CE;630.3
PA;482.0
CE;473.4
SP;568.1
RS;
PE;642.4
PA;513.9
MG;732.9
MG;552.5
PE;595.3
BA;
SP;401.1
PR;
ES;522.7
SP;726.8
MG;
GO;497.8
BA;459.2
CE;
SP;345.8
SP;
SP;608.1
PE;
CE;547.6
RS;
BA;
RJ;488.6
BA;
BA;405.6
RN;353.0
RJ;433.8
BA;
CE;677.3
PB;597.8
MA;
RJ;
AL;
RS;498.5
RJ;
SP;488.2
CE;
PE;
RJ;475.5
PA;682.6
DF;643.4
RJ;634.2
SP;
BA;
SP;571.1
GO;437.7
MG;783.5
PA;553.8
SP;726.9
PA;
ES;553.0
CE;554.7
RO;
SP;389.1
SE;657.7
SE;406.1
BA;751.1
PA;624.0
SP;667.1
PE;526.7
RJ;455.0
BA;425.6
MS;
SP;512.0
SE;497.2
SE;539.0
MA;483.2
MG;452.2
PE;
DF;567.7
RS;630.6
SP;384.2
MA;666.8
PA;598.9
PE;461.0
SE;399.4
SP;441.8
CE;399.0
SP;
PI;477.2
SP;569.0
PI;
MA;421.0
SP;
CE;
MS;541.2
GO;474.6
BA;452.0
BA;
MA;479.6
CE;
CE;498.1
RN;567.9
BA;548.1
BA;488.9
MA;
SP;589.9
PE;689.5
PA;587.3
BA;434.3
ES;536.8
PI;493.0
MG;790.3
RS;
BA;516.5
SP;618.9
ES;
RN;
PA;461.7
SP;500.6
BA;474.5
PB;
PE;
PE;
CE;658.2
MG;702.2
SP;609.9
MS;683.2
SE;415.2
SC;588.4
RJ;547.0
RJ;393.7
BA;421.1
RN;
RJ;
BA;374.8
RS;645.9
PE;496.6
RJ;647.6
MA;458.7
RJ;627.4
PE;606.7
PE;
RN;584.8
SP;
SP;435.0
MA;
SP;
CE;480.8
MA;394.5
RO;408.4
SP;616.8
MA;499.9
MA;454.4
RJ;
ES;645.6
ES;443.8
MG;460.7
GO;
SP;
MG;611.6
BA;691.6
MG;
RJ;533.8
SE;488.7
MA;446.4
SE;426.2
TO;515.1
CE;551.5
DF;476.8
MG;566.7
PB;
MG;553.5
CE;554.1
RJ;623.5
RN;456.7
PA;
PE;527.5
PE;404.8
SE;616.9
RS;
BA;420.4
PA;397.4
BA;513.4
BA;587.3
MA;
GO;
DF;581.7
SE;449.3
PI;661.2
PI;479.0
PA;
BA;433.8
PA;501.2
SP;553.5
PB;563.1
SP;712.9
PB;394.8
CE;645.8
CE;484.9
MA;349.7
RJ;574.4
ES;
MG;
BA;393.7
SP;
BA;522.0
MA;
SP;550.2
PA;489.5
RJ;703.2
ES;
GO;
RJ;437.0
SP;534.2
GO;637.2
RJ;479.2
RJ;446.4
PI;553.8
SC;737.8
GO;739.2
RN;544.2
PB;
PR;
CE;538.8
PI;535.1
PA;
MA;
PE;447.3
RJ;579.5
RJ;490.1
AM;454.3
ES;576.3
RS;560.2
PI;571.5
SP;590.2
AM;478.3
RN;
PB;395.7
SP;460.6
PB;667.4
RO;449.5
RJ;783.1
RN;
CE;659.9
CE;
RN;616.2
SP;
PB;408.4
RJ;471.7
SP;509.6
RO;526.6
BA;
PB;410.7
PB;488.3
PA;491.5
CE;389.7
SP;601.3
SP;
PI;431.1
AL;576.4
AP;
PR;658.3
AM;440.1
SC;524.9
SC;648.4
SP;399.0
SP;511.3
BA;609.4
GO;518.2
PA;503.5
SP;
SP;662.8
MG;
MT;561.4
MA;430.8
AP;382.9
SE;470.7
CE;670.8
GO;617.1
PA;556.6
RN;529.4
PI;355.5
RJ;466.6
GO;
CE;616.8
PE;
PA;
BA;482.0
BA;604.5
PE;448.3
SP;692.8
BA;652.6
RJ;538.2
GO;847.7
GO;407.8
MG;442.9
AM;
SE;511.8
PI;
PA;628.3
RO;551.2
PB;
RJ;504.0
PA;
SE;470.4
RJ;781.1
CE;
MT;429.2
CE;384.7
CE;619.2
SP;601.7
RS;376.1
MG;
DF;606.1
CE;
BA;366.5
MG;513.2
RJ;468.8
PB;492.4
PI;654.3
CE;512.5
MA;368.3
SP;587.9
ES;785.1
RJ;624.4
PE;485.5
CE;623.9
SP;372.7
BA;
SP;
BA;620.3
PB;407.1
SC;
RJ;398.7
MA;600.4
RN;
BA;
GO;434.3
PA;579.9
CE;
ES;
SP;604.9
PI;546.4
PA;589.0
CE;
SC;390.3
GO;770.2
PI;585.4
GO;577.0
CE;
MA;424.0
PB;532.7
PE;680.4
MA;
MG;481.3
PA;381.7
GO;
MG;558.2
MG;
RJ;549.2
RN;
MG;
MA;560.9
MA;589.0
AM;
MT;392.7
GO;705.0
PR;543.2
MG;612.0
SE;
MG;494.0
RS;
RS;465.4
MA;840.2
BA;347.9
GO;598.1
SP;459.4
AC;
TO;
RJ;568.6
SP;548.9
RN;489.3
SP;579.7
RJ;
PA;379.3
MA;510.1
RN;391.4
SP;677.3
SE;648.0
MG;670.4
RJ;633.2
CE;
MG;
PB;554.2
DF;456.9
SP;439.8
PE;714.1
SE;373.6
SP;
PE;
BA;540.0
BA;
MA;
PA;623.0
PA;433.6
BA;
PB;626.6
RJ;493.6
MG;686.3
PB;802.5
AM;
SP;
AL;
TO;445.3
SP;
RS;372.7
ES;584.7
BA;
RJ;606.8
CE;613.0
SE;432.1
MA;
ES;
PA;567.5
MG;625.0
GO;519.2
BA;
SP;617.3
GO;527.2
SP;461.7
CE;746.9
RS;437.0
AL;
SP;
SE;693.7
PA;480.9
SP;392.7
SP;
AL;695.8
RJ;422.4
SE;
BA;
PE;429.6
RN;655.7
PR;417.4
AM;
BA;482.0
RS;508.7
PA;
PR;643.4
SP;430.0
ES;567.0
SP;461.9
RJ;525.8
MG;368.2
BA;473.5
SP;
BA;439.0
ES;471.8
MA;546.5
PE;498.9
MG;792.4
PE;524.5
BA;429.0
PE;360.1
GO;622.5
PA;
BA;544.8
MA;395.8
MG;428.9
SP;
RJ;
MA;461.5
AM;505.8
MA;473.2
PB;407.4
CE;
MG;643.3
RJ;587.6
CE;387.9
RJ;
RJ;475.7
BA;472.3
RJ;696.7
MG;
AP;591.5
RJ;612.7
BA;515.5
PB;
MS;363.1
RJ;548.2
SP;464.0
RJ;413.2
SP;632.4
SP;652.2
RS;556.0
MS;474.8
PA;
MG;638.0
SC;639.4
MG;584.6
