SG_UF_PROVA;NU_NOTA_MT
PA;503.0
CE;427.6
SP;
BA;
MS;
GO;
AL;599.2
SP;508.9
RJ;572.0
AP;
SP;392.0
PA;520.8
CE;477.8
BA;522.5
CE;442.0
MT;454.3
GO;634.7
PA;456.0
PE;642.0
BA;534.2
RS;559.9
RN;420.6
AL;565.4
BA;
SE;504.9
PA;381.8
BA;653.6
BA;502.5
SP;569.7
MG;550.3
PE;
SP;
MG;722.2
MG;371.7
SP;643.5
BA;676.3
ES;416.1
RJ;390.2
PB;920.8
RJ;847.2
ES;611.1
RJ;507.8
SE;457.0
MG;572.7
RN;391.8
PA;
GO;554.0
SP;440.5
MG;465.5
BA;369.9
SP;
SE;
PE;486.2
PR;
RS;402.3
PA;653.2
MA;
PA;506.0
CE;593.4
RS;833.5
RN;433.6
RJ;
MG;503.9
CE;368.6
BA;451.7
PB;573.7
SP;467.4
AM;
RJ;866.1
PE;437.9
GO;464.0
BA;648.5
PA;509.3
AL;432.1
SP;575.0
BA;523.5
CE;374.7
CE;557.7
RJ;364.2
SP;514.6
SP;
PA;495.3
RS;767.8
RJ;
RS;500.0
CE;404.9
PA;518.8
RS;464.3
RJ;588.8
GO;717.0
PB;489.7
RN;
SP;649.4
SP;370.1
PI;434.6
RN;
PR;
DF;
GO;351.2
MA;405.3
RJ;669.9
GO;
SP;
MA;421.9
PA;
BA;490.3
RS;653.6
BA;484.1
PE;430.0
SE;430.3
SP;645.3
GO;421.4
CE;
SP;593.1
SE;461.7
TO;
PE;458.1
SP;516.4
RJ;466.2
SC;473.7
CE;
PR;696.7
PR;484.9
GO;479.8
MA;385.1
PE;638.7
DF;
BA;
CE;431.7
AL;
RJ;433.1
PE;820.0
MG;373.5
PB;538.2
PI;363.3
SP;
PE;445.3
RS;378.5
SC;531.5
SP;468.1
PA;
BA;468.4
AM;
MG;
PA;462.2
ES;374.2
GO;576.7
SC;393.2
BA;568.3
RJ;811.7
PB;681.4
RS;
GO;591.9
CE;
MG;639.0
TO;427.0
PB;
CE;573.7
BA;
RS;373.3
ES;
PA;567.0
CE;
CE;654.7
PI;480.6
PI;397.4
MG;
BA;
RS;441.6
MA;512.2
PA;
PB;637.5
PE;383.2
SP;631.8
MA;588.5
PR;476.3
CE;562.6
PE;
CE;424.7
SP;484.2
AL;
RJ;709.4
SC;413.1
PB;428.1
RJ;402.6
PI;
MT;365.3
CE;638.2
DF;370.6
PR;581.5
SP;834.6
RN;738.0
PE;639.4
CE;578.5
RJ;405.5
PB;
MG;
AM;374.3
SE;487.3
SP;472.1
AL;473.6
PE;630.4
CE;
PA;532.6
SP;812.8
MA;693.0
RS;395.8
BA;496.6
BA;589.6
MT;539.5
PE;502.4
SP;377.0
BA;437.6
PE;
RJ;533.4
PE;
SP;640.9
RJ;597.6
PA;
CE;509.4
CE;639.8
PE;
SE;
PR;446.2
MA;435.7
CE;401.7
PE;628.6
CE;439.3
BA;364.0
PI;357.7
AM;
SE;377.9
SP;
SE;
MA;612.3
SP;
CE;607.7
SE;533.7
PI;678.7
PE;653.7
MT;560.7
MS;651.4
MG;684.7
SP;
SE;394.1
PR;860.1
GO;408.8
CE;450.8
MA;
SE;
RJ;453.6
RJ;
CE;460.6
SP;454.2
BA;425.8
RJ;708.9
BA;823.7
SP;588.2
MG;477.4
PA;
SP;562.4
SP;556.4
CE;456.9
MG;524.2
SP;
RN;540.0
MA;524.3
PB;399.9
SP;399.9
BA;
MT;406.5
AL;564.6
PB;669.4
BA;444.5
PB;368.3
MA;419.3
PB;
PA;
SP;
SP;562.7
SP;428.4
CE;508.9
CE;542.6
PE;
AM;407.4
MG;
AM;503.6
SP;
AM;
SP;634.5
PA;377.5
CE;357.6
RN;441.6
SP;540.3
MG;
SE;431.8
PA;
PB;
CE;
CE;454.0
CE;
RJ;
DF;
DF;382.5
SP;
MG;540.7
RR;462.1
RJ;749.8
BA;
PA;395.5
CE;375.2
SP;
CE;590.5
CE;573.6
SP;753.0
SP;696.2
GO;544.2
SP;
RN;524.6
PB;576.9
AP;484.3
PR;742.4
MG;538.2
MA;385.8
SC;485.0
GO;446.3
BA;
PA;369.9
SP;527.6
BA;521.8
MT;523.8
BA;384.6
SP;391.0
BA;617.0
AL;
SP;487.1
BA;757.3
RN;
PA;413.5
PA;385.4
RS;
MG;536.2
SC;543.9
SP;565.9
SP;510.4
PA;362.8
CE;401.8
CE;707.4
SP;700.3
AL;418.7
PR;561.4
SP;825.4
RJ;557.2
PI;
CE;634.6
RJ;
MG;584.0
PB;369.2
GO;
PA;454.8
PR;
RS;651.0
MA;753.6
PB;
SE;587.8
CE;427.6
AM;
SP;607.3
RJ;
SP;386.8
CE;
PA;
PI;393.0
RJ;492.3
BA;425.0
RS;
RJ;
MA;483.2
DF;681.2
RS;462.3
MG;
CE;
MG;667.0
SP;
BA;426.5
PA;
RS;637.8
PE;
GO;478.6
MA;439.5
DF;584.3
RJ;425.0
PE;499.9
PE;696.1
RJ;466.0
RJ;498.6
PE;458.0
ES;
MG;
SP;623.6
PE;432.7
MA;450.0
PR;
RJ;581.8
PE;424.3
BA;
PE;
MG;
SP;
PE;370.9
MG;402.5
CE;434.8
RS;652.6
SP;
SC;507.7
RJ;724.6
RJ;555.3
PA;407.9
SP;662.2
AP;416.9
AM;611.5
RJ;420.1
AL;
MA;398.3
RJ;430.8
CE;
CE;564.1
BA;538.2
RJ;581.0
ES;545.6
MA;485.7
MG;375.2
AL;411.6
PI;574.4
CE;452.4
PI;499.7
MG;510.8
CE;613.8
PA;629.2
PB;728.0
CE;460.3
MG;611.8
GO;690.9
MA;413.7
RN;483.6
RS;
SP;532.8
PI;
SP;566.3
SC;
PA;380.3
PI;410.6
MA;
RJ;
CE;
BA;595.1
MG;416.3
CE;374.0
ES;
MG;490.1
PE;521.2
CE;
MG;630.1
CE;
GO;689.0
RJ;
CE;753.1
CE;
MG;469.8
PR;436.3
MT;
RS;599.0
ES;
RJ;
CE;452.6
MG;
RJ;
SP;
RJ;
CE;508.4
RN;
MG;435.2
PE;
CE;
RS;
PE;549.6
CE;
PA;472.7
SP;597.6
PE;466.6
MA;422.4
AM;581.3
MS;579.1
BA;441.2
MA;
BA;381.3
PA;414.8
SP;573.2
MS;603.7
SP;541.1
PE;485.1
PR;545.0
MG;413.2
MT;425.8
PI;
PA;662.6
RJ;743.0
PA;419.4
PA;580.0
BA;
DF;601.0
PR;607.6
CE;
RS;
PI;481.5
MT;
BA;526.0
BA;605.5
BA;449.0
RJ;433.9
CE;664.3
PI;
CE;654.2
DF;399.5
SP;512.7
CE;
RS;627.2
MG;462.3
RJ;470.1
SE;554.7
MA;470.9
SC;522.6
RJ;
CE;564.9
RJ;
MG;
BA;592.1
SP;656.8
PA;410.3
RN;798.1
SP;482.7
PI;
SP;
RJ;484.3
AP;545.4
CE;
MA;532.7
PA;499.4
SP;
PA;382.3
SP;522.4
PA;442.9
RO;
SE;446.2
CE;
SP;714.4
SP;628.2
ES;434.2
SE;600.3
SP;370.4
SP;
RS;
SP;532.2
SP;
PE;584.6
RS;713.5
CE;538.7
PR;453.2
AL;447.5
MG;475.8
RN;
DF;362.0
CE;
RJ;454.0
RN;
BA;440.2
CE;626.3
MA;629.4
MG;595.9
RJ;486.7
MG;495.0
SP;480.6
SP;439.7
CE;564.5
PA;414.5
PB;627.1
RJ;610.8
RJ;524.9
RJ;665.6
SP;586.9
AM;476.8
PR;482.0
RJ;
PA;485.7
PR;650.2
PE;531.9
MG;
PI;394.2
RJ;466.3
RN;545.2
RS;562.0
RS;
AC;
PR;554.4
MA;414.0
PE;792.8
SE;416.1
MS;431.7
CE;665.9
SP;360.3
PE;486.9
RN;602.1
BA;453.6
TO;707.3
CE;390.6
CE;377.6
PE;737.6
SP;473.0
RS;569.7
RJ;563.2
PR;
AP;485.8
RN;
PA;526.6
RS;407.1
SE;395.0
PE;
MS;
PR;476.9
SP;533.6
GO;499.4
GO;427.3
TO;
MT;732.9
RJ;721.9
RJ;758.3
MG;579.9
AM;512.7
RR;
RS;
RJ;
SP;609.1
SP;
TO;
SE;385.1
MT;405.9
MA;545.9
BA;
CE;427.4
PA;454.9
CE;456.2
RJ;453.1
SE;379.0
SP;
CE;548.2
PA;559.6
SC;
BA;627.5
PA;461.4
MG;
MG;590.0
SP;585.5
PE;426.0
BA;
AL;500.9
SP;622.0
DF;501.9
SP;377.3
AM;532.4
GO;
RJ;522.4
RS;505.8
PA;559.8
MG;646.0
BA;
RJ;520.1
CE;583.6
MG;439.0
AL;502.9
CE;
PA;632.9
CE;495.5
CE;552.9
PA;408.4
MT;475.8
SE;
PI;584.4
PB;644.8
SP;856.7
BA;471.4
CE;
MS;
GO;449.9
RS;
RS;507.2
SP;718.0
MA;367.7
MA;478.5
PE;728.4
PA;481.8
PA;488.9
BA;519.0
CE;
ES;
MG;
PA;
RN;415.6
PB;380.1
BA;528.0
MG;530.4
PA;477.6
SE;449.1
PB;550.0
SP;667.1
AL;508.4
BA;680.9
RJ;
RJ;
RN;820.2
RO;557.0
MA;
SP;644.2
TO;541.7
SE;685.4
SP;711.3
SP;
BA;
PA;528.2
BA;400.6
CE;567.1
RS;907.4
PE;
SC;634.6
AM;573.7
PA;451.9
RN;490.4
MA;
BA;559.9
MG;
PB;486.1
BA;
RJ;812.3
MT;
MA;414.0
PA;
SP;351.1
BA;401.1
MT;
AM;634.5
PE;490.5
CE;448.7
CE;630.7
MG;613.3
PI;415.0
PA;517.1
AL;
RJ;
PE;601.2
RJ;
GO;564.8
CE;544.4
RN;686.2
SP;534.7
PB;548.3
PB;356.5
CE;556.1
SP;
RN;728.5
RJ;698.6
CE;462.5
PE;452.0
CE;600.6
RS;559.8
SP;570.8
CE;643.0
AM;557.9
MA;566.1
MG;821.6
RN;524.7
CE;597.3
SC;
MG;395.2
RJ;
BA;
CE;
RO;
BA;
RJ;542.4
PR;541.5
PA;370.5
MG;544.4
RN;675.6
AM;357.2
SP;412.4
SP;
RJ;
RJ;612.5
BA;426.6
PI;484.0
CE;419.5
RJ;
PB;
SC;669.4
RJ;843.6
PA;515.9
PA;
PE;
MG;
GO;
BA;405.7
PA;393.0
SP;
PI;
PE;706.6
CE;
AM;
PR;
BA;
PE;412.3
RJ;493.5
SP;
TO;676.2
GO;585.2
PE;
MG;
PA;561.3
AM;564.3
GO;440.5
SP;
PB;499.3
CE;430.5
BA;547.3
SP;646.7
BA;390.3
PR;573.6
PA;468.1
RJ;553.8
MS;
PR;
AM;398.8
PE;699.6
CE;
PA;399.4
RJ;
DF;720.3
RJ;
PE;373.2
DF;
PA;564.3
CE;
MA;412.9
PA;624.2
PB;
AM;517.5
PA;512.0
MA;563.1
PA;532.4
PE;494.3
ES;
BA;
PA;464.5
GO;704.5
MG;464.5
RN;
PE;791.2
SP;700.2
SP;571.6
PA;
MG;658.0
SP;505.8
SP;
PR;477.7
SP;411.9
MA;
SP;
AP;487.3
MG;
GO;542.1
BA;509.8
PE;406.9
PE;
PR;810.2
PE;415.3
MA;
SP;555.0
SP;753.5
RN;420.1
SC;683.4
SP;415.5
AM;
RJ;386.0
MG;581.6
SE;
BA;445.1
SP;543.8
CE;414.5
GO;491.1
ES;722.0
PA;
PB;542.7
MG;
SP;
PE;
SP;575.3
SE;366.4
SE;500.8
RO;415.7
SP;
PE;545.6
SP;630.4
SE;639.5
RO;526.6
BA;481.1
MT;470.8
SP;369.4
SP;511.4
RJ;497.7
SP;588.7
BA;382.2
BA;749.6
AL;605.0
GO;583.2
CE;
RS;833.0
PA;
SE;
SP;
SC;583.2
SP;572.0
BA;486.4
RN;415.2
CE;794.4
BA;417.9
CE;696.1
RJ;393.3
RJ;660.9
PE;
PB;546.1
MG;704.6
PA;625.3
CE;
RS;594.0
BA;457.9
BA;503.6
RJ;393.9
PA;
AC;538.8
SP;575.7
SP;
PB;643.5
GO;481.5
SE;446.3
CE;409.5
AM;
RJ;
SP;
SP;
SP;619.5
PA;445.0
SP;
RS;377.4
DF;628.6
CE;550.2
RS;477.4
MT;409.0
ES;557.7
CE;459.8
SP;
AL;
RJ;
MG;545.2
CE;508.4
RJ;543.2
DF;590.9
GO;520.5
PE;
SP;711.5
SP;
PR;425.4
PA;545.0
SC;912.7
SE;502.5
CE;680.2
SP;624.7
RJ;
PE;473.1
MT;567.9
BA;510.2
RJ;562.1
BA;
MT;543.7
PA;580.3
DF;
PI;357.4
MG;855.2
RN;
MG;461.4
SE;444.6
BA;741.0
RS;692.6
PI;543.2
MA;412.0
PA;398.2
MA;507.5
RN;754.5
SP;567.2
SP;416.6
MG;
MA;
CE;487.9
CE;443.2
SP;420.8
PI;420.2
AL;
SP;
SP;709.9
GO;438.8
PE;364.9
RJ;578.9
MA;450.2
PR;
PB;
BA;523.2
SE;
MG;
PI;
GO;
PB;
PA;440.5
RJ;488.7
CE;506.8
BA;579.4
SP;660.5
MA;424.8
SE;440.9
CE;550.3
BA;563.8
MG;676.4
SP;
CE;395.7
TO;495.9
CE;695.2
PA;545.2
CE;
PA;490.0
MA;464.4
PI;460.5
CE;466.5
SP;
MG;480.8
SP;646.6
CE;389.8
PE;746.7
SP;619.2
PB;383.5
PA;574.4
AP;467.0
BA;
PR;408.3
SP;453.2
RJ;462.6
PA;700.0
PE;681.2
AC;
GO;
PE;354.7
CE;390.4
RN;471.7
AL;462.6
PA;363.5
BA;349.4
MA;435.8
SP;
SC;604.0
MA;411.5
PR;434.5
BA;
RJ;
BA;611.9
AL;633.1
SC;355.7
CE;472.4
PE;660.9
MG;
MG;682.7
SP;
AM;556.0
RJ;579.7
MA;
PR;571.7
PR;672.8
MA;566.5
TO;607.5
RJ;
SP;375.8
SP;
MA;597.9
AL;435.8
AM;
PI;515.8
GO;425.7
SP;427.2
SP;469.6
MG;695.8
BA;371.1
BA;418.3
RJ;412.0
PE;750.7
SP;654.1
ES;444.9
AL;569.4
SP;565.5
RS;502.4
RJ;718.2
DF;537.3
MS;393.4
CE;
PR;460.7
CE;658.3
CE;420.9
PA;
PE;427.8
CE;539.5
AM;
MA;556.6
RN;525.2
AM;560.6
CE;
CE;687.4
CE;
RJ;738.8
SP;636.3
CE;448.8
MA;431.0
MT;398.3
SC;734.0
PE;365.6
CE;
CE;814.1
SP;
MA;
PA;410.5
CE;644.4
BA;401.4
PB;607.4
MG;
TO;497.0
PR;612.7
SP;
MG;776.9
PA;
MA;407.8
TO;
SP;531.5
PA;377.8
SC;
RJ;666.9
PE;641.4
MA;458.2
PE;613.5
BA;474.6
SP;540.2
PR;577.9
RJ;850.4
SC;561.9
MG;564.6
SE;
BA;
MA;427.3
AM;480.2
AL;459.9
RJ;378.6
SP;545.6
PA;
SP;547.7
RJ;542.8
BA;374.8
MA;400.3
ES;480.5
PI;777.3
CE;
PE;456.1
PI;
BA;
PE;503.7
BA;476.8
SE;409.8
RN;468.5
BA;441.4
RN;428.8
PE;507.0
AP;533.3
AM;
PE;582.2
SC;521.1
PA;
PA;
AM;411.4
SP;
RJ;688.1
MG;685.3
PR;488.2
PE;534.5
PI;
PA;389.1
AM;537.3
SE;632.5
PA;563.9
AL;
SP;465.7
CE;673.2
SP;
SC;403.9
PB;
SP;
AL;
PA;
MG;
PE;436.3
PA;
SP;
GO;415.1
GO;668.4
PR;520.8
SE;676.3
PA;
SC;585.9
RJ;386.8
RJ;
PE;431.7
RJ;472.6
PE;470.7
SP;886.2
PA;409.8
SP;
PE;388.5
MG;808.9
BA;656.0
GO;727.0
PE;567.0
RO;
AP;369.9
SP;427.1
PA;719.9
TO;450.0
MG;
GO;532.9
PI;365.4
MG;637.1
SC;
MT;
CE;636.0
RJ;
MG;
ES;589.6
TO;535.6
SP;483.8
SP;662.1
SP;549.8
MG;613.9
GO;
MG;
BA;453.4
PA;410.1
CE;727.2
CE;503.9
MG;
RS;578.4
GO;647.1
CE;450.0
RS;529.8
RJ;776.3
MG;
PA;633.8
BA;593.5
RS;419.2
GO;
MG;587.0
SE;429.8
PA;
GO;458.3
PA;486.6
SE;
RJ;702.2
PR;416.3
BA;
MA;
CE;431.5
SP;543.0
PA;552.1
ES;400.5
MT;638.2
PA;409.4
RJ;480.5
GO;
MA;437.5
CE;376.4
SP;
PA;
MA;435.2
RJ;502.5
CE;492.1
CE;606.6
MG;573.7
BA;
MA;574.6
RJ;464.1
PA;366.1
BA;
GO;
BA;433.2
MA;432.6
PI;535.2
GO;
PA;488.4
BA;
SP;569.8
PE;399.1
PA;
GO;509.8
MA;414.0
SP;621.4
RJ;597.7
CE;410.4
AM;
CE;586.5
MG;461.0
SE;511.0
MT;693.4
PR;627.5
PE;574.1
SC;594.6
CE;
MA;564.6
BA;546.2
SP;
BA;460.7
SP;512.5
RJ;709.5
BA;533.1
AM;551.4
SP;
PI;593.6
PR;
BA;
RJ;
PB;749.2
GO;733.1
PB;353.8
SP;687.2
RN;629.5
MG;775.4
BA;554.3
SP;603.8
SE;464.8
BA;537.2
CE;352.9
RJ;882.7
PB;
SP;
RN;398.3
PA;533.5
PA;400.0
TO;
MG;556.3
CE;639.8
SE;698.6
MA;679.7
PI;
PR;370.6
DF;
GO;358.9
CE;
CE;630.8
SP;
PE;519.5
BA;528.9
SP;567.5
RJ;
MG;793.1
RJ;592.1
CE;384.5
PE;
PI;
BA;389.0
SP;520.3
SP;708.9
SP;451.1
PB;802.8
SP;680.3
AC;572.6
RS;609.6
GO;576.1
SP;626.2
GO;
MT;
AM;
MS;
PA;694.6
RS;489.0
PB;
MG;644.9
CE;642.4
PA;
MA;
RJ;
MG;461.1
RS;
PI;408.4
SE;
BA;431.8
BA;444.1
PR;575.5
PA;
DF;
RJ;475.6
PA;485.2
PB;482.3
SP;546.9
PB;376.7
BA;
SP;413.1
RS;
RJ;
PR;
MT;440.4
GO;404.6
MA;418.0
RJ;476.5
RN;398.6
PI;431.5
PR;
MA;
RO;410.2
MG;448.1
DF;474.3
GO;
DF;639.3
BA;466.2
RJ;
RO;
PB;
RJ;
MG;
PA;450.2
MA;426.0
PA;
BA;494.6
PA;536.3
RJ;355.0
PE;492.3
PI;482.4
CE;534.1
RS;647.7
CE;438.0
MG;703.4
CE;
MA;428.1
SP;813.5
PI;
SP;397.0
MG;471.0
PR;554.7
BA;569.9
SP;
MA;383.0
ES;362.5
MG;482.0
PE;
SP;479.0
CE;519.3
CE;
AL;
BA;518.2
MA;473.6
PE;708.5
SP;625.8
BA;592.0
PE;397.5
ES;470.4
CE;404.3
RS;
GO;557.4
RJ;
BA;
BA;
RJ;
SE;495.4
PA;
SP;
BA;667.7
PB;397.7
GO;492.3
RS;573.7
RO;337.2
CE;550.4
DF;654.5
GO;506.0
CE;531.3
BA;
SP;685.0
RJ;
RN;528.1
RJ;
AP;537.2
CE;635.6
RJ;592.1
PA;
CE;
CE;460.3
PI;637.0
SP;
AP;903.9
PE;637.4
BA;531.0
RS;
RS;436.9
RS;
BA;691.5
BA;
AL;437.7
MA;443.6
MG;652.8
AL;412.3
PA;474.4
PE;
CE;
SP;430.4
PR;
PI;
RS;457.6
SC;522.1
SP;649.6
CE;
PA;
TO;488.7
MG;634.5
GO;
GO;574.8
PE;582.0
SP;449.7
SP;
GO;442.5
PR;
GO;441.6
SP;598.2
MG;519.0
CE;401.7
RN;464.4
CE;421.3
MG;420.5
SP;816.2
RJ;409.8
RS;514.6
CE;420.0
SP;534.7
CE;435.3
TO;397.8
SP;453.4
PB;426.7
SP;565.1
MS;398.8
MA;650.0
PR;677.3
PB;725.5
BA;
RN;
SP;555.4
MG;
ES;654.8
SP;561.4
CE;645.1
BA;437.3
AM;
CE;562.2
PE;
CE;656.2
SP;634.1
CE;423.6
GO;
SP;464.2
MG;529.6
CE;601.7
MG;711.6
RJ;537.9
PR;
MA;635.2
PE;635.7
SP;593.3
SP;362.6
ES;530.7
PI;656.2
CE;494.6
DF;
MA;411.2
RJ;624.5
BA;567.6
PB;508.9
RJ;500.4
MA;417.9
RS;
SP;455.4
BA;
PA;
PA;465.7
PI;445.3
MG;
AL;
SP;603.7
GO;575.0
BA;554.9
SP;
PB;676.3
GO;
SE;417.5
BA;379.2
SP;381.7
BA;489.4
CE;455.3
ES;461.3
CE;
RS;703.3
SE;458.6
RS;466.2
MA;371.2
RS;
PI;589.2
SE;
RS;484.1
SP;508.4
PR;
GO;
PA;
CE;605.6
SP;
RJ;510.5
PB;524.6
CE;513.3
BA;
CE;
SP;626.3
PE;366.2
PA;377.2
AL;445.2
CE;410.1
SP;391.5
CE;473.5
GO;586.4
AM;630.5
PE;512.8
PA;353.9
PE;
RJ;
BA;
SP;729.3
PB;434.9
RO;514.0
PA;
PA;
AM;614.5
SP;
BA;
CE;511.5
GO;
SP;549.1
PE;
PA;368.8
CE;582.0
SP;625.1
BA;640.2
PE;385.4
MT;
CE;519.6
SP;
MA;446.0
SP;664.6
CE;620.9
PE;
MT;476.6
PE;470.8
MG;472.6
PE;510.9
PE;
SP;
RJ;
SP;438.1
MG;426.0
RS;516.4
MA;588.5
SE;406.8
PA;451.7
BA;535.8
SC;520.8
GO;
RS;587.4
BA;553.1
RJ;518.9
PI;
RJ;
PE;
PE;512.9
CE;
CE;944.8
CE;392.9
DF;393.8
RN;
MT;
PB;411.8
PE;
SP;436.3
RN;457.9
RS;382.9
PA;493.6
RO;538.6
MA;408.7
RS;622.4
SE;633.5
SP;
BA;439.0
AC;575.4
PA;477.2
AP;565.1
PA;697.2
RJ;
RN;414.4
PE;
CE;
PI;503.6
RJ;
CE;428.8
SE;564.1
CE;401.8
SP;
GO;404.8
RS;723.3
CE;630.2
GO;
BA;669.7
PE;431.1
SP;
CE;
GO;
SP;799.7
BA;366.1
PA;388.5
SP;453.2
MG;534.0
CE;373.7
BA;
RS;
SP;502.5
SP;
PR;
AM;
DF;
SP;508.7
PE;427.1
RN;426.2
CE;406.9
MS;
GO;584.0
PA;
PE;707.8
AL;611.0
PA;406.3
RJ;468.1
BA;
AM;644.4
BA;360.8
PA;
PA;
PA;571.5
RJ;
GO;369.9
GO;648.3
SC;690.8
ES;592.9
SP;437.8
PA;483.7
BA;405.8
SE;
SP;406.3
RJ;
PA;372.3
AC;415.7
BA;
PA;508.9
RJ;
BA;550.2
PA;384.0
PA;
RN;
DF;723.6
AM;506.5
AM;408.7
SE;499.4
PE;
PA;
AM;
PI;630.1
PE;
PA;532.6
PI;
RS;570.0
PE;
RJ;686.7
PR;569.0
PR;623.8
CE;
SP;
MG;728.8
TO;365.6
SC;468.1
MG;
BA;477.2
PI;429.1
RJ;404.6
CE;
PA;
SE;553.3
PA;480.8
RS;497.2
PI;397.7
MG;553.8
PA;377.5
AM;
CE;380.1
SP;486.1
PA;569.1
PE;609.9
GO;
SE;418.1
PB;381.5
SP;
RS;
BA;
RS;395.4
PB;448.3
ES;401.3
BA;
PR;372.4
PB;445.3
BA;
MT;931.4
BA;524.0
BA;
SP;
SE;712.6
BA;
GO;376.3
CE;369.1
BA;475.6
RJ;632.6
PE;
RS;
PA;411.2
GO;367.4
PA;455.3
GO;
SE;415.6
MA;356.8
SP;602.0
MA;401.5
SP;756.8
SP;
PR;
RJ;
ES;425.5
PB;
RJ;663.6
SC;672.6
DF;599.8
AL;363.6
PA;
PI;405.3
CE;653.0
BA;397.9
RS;587.3
PI;
ES;533.3
PI;
MA;
PA;386.8
MA;
MT;732.1
RJ;640.7
BA;422.0
RJ;607.9
DF;639.8
PR;608.0
SE;417.3
PA;387.2
MG;642.8
PA;
PE;414.8
MA;
MA;
RJ;525.8
SP;827.9
SE;584.2
PI;
RS;412.9
MG;449.9
AL;504.2
RJ;493.9
SP;461.2
PA;569.0
MA;460.3
PA;599.1
RN;610.7
BA;386.4
CE;627.9
CE;
RS;
PA;
MA;573.0
PA;
SC;407.3
MG;522.4
TO;
PA;355.6
SP;418.3
RJ;
PB;685.3
PR;539.7
SC;727.5
CE;452.7
PA;674.6
BA;408.2
CE;388.4
SE;551.3
BA;443.4
SP;
SE;766.7
MG;
BA;474.5
PR;
BA;442.2
BA;473.0
PA;
DF;
BA;487.6
GO;478.8
PA;500.4
CE;572.2
PA;421.6
PR;491.7
CE;590.3
MA;480.5
SC;
MA;
SP;627.8
RJ;
SE;458.0
SP;761.9
AM;458.6
MT;
PB;
CE;
PA;
SP;613.1
PB;624.7
MG;585.5
PB;550.2
SE;488.1
BA;423.7
MS;
MG;477.2
PE;
CE;731.4
MG;
MA;459.8
MS;495.9
RO;
SE;603.3
PI;
CE;508.7
CE;
MG;
MG;552.1
SC;462.2
MA;
RS;
RS;527.8
CE;403.8
PE;
BA;500.0
RJ;580.2
PR;567.9
SP;460.6
PR;526.7
RJ;
CE;
CE;
MG;
RJ;
CE;464.6
BA;
MA;365.5
DF;
PA;522.9
BA;425.9
SP;
RJ;444.1
PB;465.8
RN;
PI;460.5
CE;588.5
PI;
SE;409.6
CE;436.0
PI;610.2
GO;413.4
MA;437.2
RN;
RS;
RJ;
SP;637.3
AC;
GO;633.8
SE;497.6
SE;
SP;498.8
GO;376.2
DF;367.5
MG;614.2
RJ;582.4
SE;369.4
SE;555.8
SP;648.9
PB;538.4
BA;476.1
PE;577.4
BA;470.5
PR;
AL;
SP;637.0
CE;387.3
DF;
RJ;473.0
MG;501.6
AL;648.1
RJ;
BA;
CE;395.1
CE;412.3
BA;
PA;653.8
SP;
MA;533.3
RJ;455.1
PI;420.8
MA;
SP;
AM;712.0
PB;454.8
BA;440.4
PI;434.1
ES;555.2
SP;500.4
ES;
PI;
SE;692.1
BA;793.2
AC;503.7
CE;
ES;
MG;673.3
DF;771.3
PA;
GO;497.1
MG;618.6
RN;551.7
RN;
SP;
RJ;455.4
SP;654.9
CE;566.3
PI;415.4
BA;562.3
PA;477.7
BA;401.4
MG;786.3
RJ;541.2
PB;539.6
AC;
TO;441.0
AM;517.3
MT;
PI;438.8
SP;457.9
MA;
PB;471.2
RJ;462.5
SC;
CE;626.5
PA;482.1
RJ;475.2
PB;
MA;402.7
PA;
MG;584.3
AL;360.5
RN;686.4
SP;
MG;508.1
PA;498.0
PA;
SE;438.7
BA;373.4
AM;526.8
GO;386.6
GO;768.9
GO;
PE;602.1
MA;519.7
CE;565.9
SP;489.6
SP;475.5
RN;582.1
BA;476.8
PB;388.9
SP;578.9
PE;413.3
PA;
MT;
BA;
PI;384.0
CE;
SP;439.2
GO;
GO;480.1
CE;
PA;447.4
BA;446.6
ES;690.7
PA;467.6
DF;615.7
PE;422.2
SP;579.7
CE;567.8
CE;523.8
RJ;428.1
CE;378.8
SP;630.3
MT;404.2
PA;614.5
PB;465.0
MG;
RJ;
SP;
MT;
SP;627.3
SP;480.3
BA;461.7
PA;
MT;
MS;
CE;
MG;
DF;569.6
RN;671.6
RJ;378.2
PA;379.7
PE;538.5
PE;710.6
ES;
CE;377.9
SE;542.5
AL;
BA;720.0
PA;377.0
PA;436.9
MG;
PE;634.8
PB;385.2
SP;
PB;504.8
SC;570.0
MG;538.0
PA;467.2
PB;673.3
RN;409.0
SE;
PI;445.8
SE;441.4
BA;454.2
RJ;410.7
CE;522.7
RJ;
SP;710.3
SP;713.1
RS;477.9
SE;604.9
MA;418.3
BA;485.2
CE;818.1
PB;653.5
RJ;375.1
BA;612.6
CE;478.6
RN;572.5
SP;
PB;644.4
MG;569.9
SP;473.0
MA;637.9
SP;361.2
PA;373.9
RJ;813.9
PE;453.6
PA;357.8
RR;586.7
SP;548.8
PB;431.4
BA;644.1
RO;
PI;
RJ;792.3
PI;494.0
SC;357.4
CE;761.2
CE;
BA;620.8
SE;
GO;
BA;622.9
MG;535.8
SP;374.6
SP;
RS;503.0
SP;829.8
PE;
PB;
RJ;680.1
PA;685.4
PA;405.5
RS;372.9
BA;682.0
RJ;
MG;604.9
SP;435.9
SP;
RJ;
PI;478.9
MA;414.7
PB;
SP;
RJ;748.5
SP;
