SG_UF_PROVA;NU_NOTA_MT
PE;511.9
RJ;676.3
MG;687.5
RS;438.8
BA;394.9
BA;592.8
MG;
PE;596.3
SC;369.2
ES;389.3
SP;371.8
BA;
CE;591.7
BA;
CE;408.1
RJ;425.9
PR;
SP;
MT;
RJ;658.5
BA;734.5
MA;341.3
TO;
PE;
BA;341.0
ES;576.0
MG;477.1
SP;
PE;445.0
MA;443.7
BA;
MS;575.4
SP;780.1
SE;
MG;638.8
RS;646.6
PA;
MG;510.9
PE;695.4
SE;642.0
PE;583.5
AL;
RS;445.8
GO;541.1
ES;
PE;537.5
BA;
BA;
PB;454.4
SP;483.6
CE;707.5
BA;398.2
PE;
MG;
MG;381.9
MS;780.4
PA;
MA;436.6
MG;628.6
AL;
PE;
MT;475.1
BA;802.5
BA;
PE;
PE;
BA;611.2
PA;
BA;
SP;671.2
SP;
CE;
BA;543.1
CE;
BA;456.9
RJ;
AL;
SP;
RN;557.7
AL;393.4
RJ;379.3
PA;
MT;
PR;640.3
RJ;546.9
CE;
GO;
CE;
PA;
RJ;
RJ;
SE;561.2
SC;498.7
MA;
RO;640.9
PI;452.1
RJ;
TO;417.8
PA;411.2
MG;526.6
PB;
CE;
BA;595.4
PE;390.6
CE;497.0
MG;774.8
BA;
SP;561.1
MG;424.3
RS;
AM;448.5
PE;438.1
PR;
SE;598.8
PE;643.3
RN;632.3
RN;
SP;
AC;394.1
PB;611.5
PE;595.6
RN;495.2
SC;461.4
PI;584.3
CE;524.5
PE;842.8
RJ;545.7
PE;369.8
AP;
SP;625.9
PA;478.7
SP;615.3
PA;402.3
SE;653.1
BA;381.5
BA;569.6
PE;666.6
RJ;711.0
SP;468.8
SP;572.7
PB;
MG;
PA;
AL;
CE;583.7
MA;
ES;
MT;529.7
SP;
GO;366.4
BA;
PB;462.1
PI;335.8
MG;666.0
PB;428.1
CE;
DF;516.7
CE;
RJ;
CE;698.2
RN;489.0
CE;618.7
PR;632.5
RS;615.6
PI;
RN;564.8
MG;479.8
MA;556.2
AP;426.6
BA;410.6
MG;610.9
MG;
AM;
PI;605.9
MA;513.2
CE;
CE;471.7
PI;
CE;
SP;
PE;
PE;
PA;360.4
CE;669.3
MG;579.7
MG;558.4
CE;
SP;
SE;387.2
SP;345.2
DF;600.3
CE;
CE;695.8
BA;
SP;384.5
RN;643.3
MA;486.9
MG;
SP;
MG;
SP;404.7
MG;417.8
SP;631.5
AP;438.4
MG;
CE;419.5
RJ;433.5
AC;529.2
BA;615.7
CE;473.5
SC;662.7
GO;495.2
MG;508.1
SE;376.3
RJ;533.2
GO;
MA;
MA;375.3
MG;
RS;
CE;438.3
MA;634.5
AM;
PI;
RJ;354.8
MG;638.9
AL;699.5
CE;
CE;543.3
MG;626.2
RO;412.9
ES;
SP;
PI;374.8
ES;354.4
RJ;656.5
SP;
SP;755.4
MG;
PA;
BA;627.8
AL;338.8
PE;392.2
MG;365.3
CE;514.4
CE;500.4
PB;643.6
SP;
BA;
ES;493.2
PB;
SP;513.6
ES;
RO;686.0
SP;
PE;552.5
SP;
RS;453.9
SC;540.6
MA;
MG;600.8
MT;
MG;
AP;442.7
SP;538.7
CE;673.9
SP;683.8
RJ;
PE;679.5
RJ;516.6
BA;535.0
SP;615.8
SP;438.0
GO;
MG;
MG;
DF;545.0
MA;
AP;466.6
PE;427.4
PB;
PR;693.3
MG;
RJ;837.2
GO;
SP;
SP;
RN;675.0
MS;
RN;482.8
BA;483.0
SE;595.6
BA;
PE;522.1
GO;588.0
MT;413.5
CE;
BA;409.5
PE;624.6
BA;407.7
PE;361.5
PE;373.5
RN;632.5
SP;579.6
DF;514.9
MG;
MG;527.2
MG;517.8
MG;
TO;485.0
DF;492.9
PA;
MA;
MS;431.9
PI;
SP;
BA;554.8
RJ;
RN;
CE;763.2
SP;
SP;
TO;383.2
MG;380.4
PE;491.2
PE;482.8
RJ;488.2
SP;
RS;
GO;523.8
SP;437.8
MA;
AM;450.3
MG;382.3
PE;534.3
PB;
PE;577.1
BA;536.3
GO;629.7
RN;531.4
PE;450.1
MS;422.3
PI;341.0
RJ;
MG;627.0
PR;478.7
RJ;555.2
RS;696.5
BA;
CE;656.5
CE;533.0
MG;579.2
PR;
PE;
MG;499.6
PE;736.0
RJ;
RO;
BA;606.4
SP;434.5
AM;404.6
MT;
SC;562.4
TO;621.5
PE;
PA;736.0
PE;
SP;
SP;573.9
AL;
MA;835.3
SE;550.1
PA;
SE;440.4
MG;341.7
BA;434.0
SP;465.8
RJ;
RJ;485.7
AP;
AC;560.4
BA;
CE;
PE;423.6
CE;509.0
PB;344.3
PI;439.2
SP;432.1
PE;420.9
SP;434.6
PI;457.6
RN;482.9
RJ;
AM;456.8
CE;
ES;522.5
SP;534.2
GO;583.5
MA;
PB;
MG;590.4
MT;491.7
SP;491.7
MT;531.6
SP;543.6
RJ;
BA;395.6
PR;
BA;
CE;
BA;
SP;
MA;
AL;
MG;621.3
PA;564.7
SP;686.7
RN;
AM;535.1
PA;570.2
MA;418.0
SP;
MG;390.0
SC;601.9
RS;677.9
SP;737.8
AM;468.1
GO;
SP;585.1
BA;
CE;618.4
PA;
SP;449.8
RJ;384.0
PA;504.9
AC;421.7
SE;
CE;471.0
SP;
MG;443.6
MG;
SP;
DF;624.5
RJ;
SP;727.4
PI;
MA;477.1
AL;
RJ;393.8
GO;
MA;495.1
PA;876.6
SP;807.7
GO;393.6
MG;439.5
SE;
PE;
GO;
CE;468.0
SP;731.6
RN;625.4
RS;
MG;
CE;
SP;708.3
SC;690.6
MG;523.6
GO;437.9
PA;513.6
PI;460.0
DF;
MA;
RJ;
RS;469.5
PI;
ES;
BA;442.7
PR;
RJ;
PE;446.6
SP;
CE;414.2
BA;
SP;533.4
PA;410.5
RJ;
RN;
SP;417.9
PA;432.8
MA;486.2
SP;524.7
BA;431.9
PE;488.4
GO;519.9
PE;410.6
PB;461.8
SP;456.4
PE;490.7
GO;
PE;
MG;379.9
SP;729.4
PE;586.8
PI;710.4
SP;637.0
CE;521.5
SC;
MA;516.3
CE;632.6
RN;
MA;
SP;
MA;438.0
BA;
AM;677.9
MG;488.4
BA;
ES;764.6
MG;591.8
RJ;420.1
BA;373.1
PR;
MS;505.3
AM;372.4
BA;402.9
PE;337.7
RS;
BA;
BA;
CE;
MT;555.2
PE;
SP;
SP;466.9
PR;339.7
PA;
PB;419.6
BA;
RJ;
SP;608.3
MG;462.9
AC;
GO;
PB;662.6
BA;567.8
PA;
GO;
SP;570.7
SP;376.8
TO;
CE;605.4
CE;
PI;400.4
MG;653.7
PR;368.3
AC;449.0
CE;510.3
PA;
GO;
MT;503.0
CE;377.0
SE;
RJ;719.0
PI;
PB;
RS;
PI;458.2
RJ;409.1
RJ;
MT;511.3
CE;431.4
CE;462.6
MG;633.6
PI;494.1
BA;461.2
SP;552.3
SC;418.3
BA;
SP;461.5
PR;
CE;
MG;
RJ;
RS;455.7
RJ;520.8
RS;
SP;
ES;857.0
MG;
AL;741.1
ES;
AL;552.7
SP;753.1
CE;637.3
RS;566.4
DF;366.3
DF;350.7
GO;
SE;347.5
MA;
SP;
CE;421.5
SP;
SP;
SE;515.2
GO;
DF;698.8
GO;409.5
SP;771.4
TO;
MG;659.6
MG;
PA;434.4
MG;
PE;
BA;425.6
MA;456.1
PR;
PE;648.3
MG;
GO;382.2
MG;
RJ;600.2
AL;362.7
RJ;482.7
BA;363.1
PB;455.6
MA;
PR;
PE;
SP;438.4
MT;530.1
RJ;459.9
PE;
PE;375.8
PA;
MG;638.3
CE;
RO;687.3
RJ;
ES;381.1
TO;
BA;411.5
SP;447.5
RJ;369.7
SP;575.7
SP;439.8
GO;491.0
RN;741.8
AC;470.0
SC;595.5
GO;368.5
BA;704.8
MA;
SE;349.9
SP;768.1
BA;555.3
PR;
RN;522.1
RJ;
BA;371.7
PA;
BA;
RJ;513.6
SP;
RN;
BA;504.2
GO;559.1
SP;678.1
MA;
RN;335.1
SP;553.1
CE;351.1
PI;414.9
RS;478.9
SC;
SP;390.1
MG;
SP;495.7
PI;
SP;577.0
MA;
BA;596.9
PI;528.4
MG;
MT;
RN;
SP;477.8
BA;
RJ;732.1
BA;429.7
CE;475.6
BA;457.7
BA;
SP;
CE;607.2
SC;
PR;603.8
RJ;
SP;
CE;455.0
PA;430.2
PE;573.8
PA;
PE;
RN;
SC;615.3
PB;444.1
PA;414.4
PE;670.4
BA;
MG;433.8
MG;576.6
PE;605.8
GO;
MG;546.7
PA;
CE;
MA;621.4
MG;813.2
SP;403.5
ES;
MG;
RJ;433.4
RJ;460.9
SC;554.3
PA;529.8
CE;479.3
SC;
SP;
PB;438.4
BA;548.2
PE;
SP;
PA;
CE;622.2
DF;
PE;426.4
RS;
DF;497.2
PR;374.7
SP;
RO;434.4
PA;549.0
ES;456.1
MA;
CE;805.8
GO;620.8
DF;357.0
SP;
PR;
MG;
RR;402.9
MG;
PR;405.2
SP;
RN;
MG;478.6
MG;571.2
MG;453.3
AL;
SP;566.0
MA;
SC;537.9
SP;603.6
AM;
CE;647.5
BA;639.2
RJ;396.0
RJ;485.3
ES;670.2
SP;
SP;
MG;
PE;441.2
RN;
SP;
PB;510.6
MA;
PB;405.7
PB;
CE;
MG;
RS;382.6
PA;482.7
BA;
AP;
RJ;426.5
SP;673.4
RN;534.4
PE;565.7
MG;411.6
DF;578.7
RO;398.4
SP;
SE;
MG;
SP;698.8
RJ;
SP;
BA;
ES;
PI;330.1
PE;
BA;491.2
SP;640.3
MG;780.0
RJ;
PE;588.4
RN;407.4
TO;404.6
PE;453.9
PA;802.9
MA;
CE;666.5
SP;
MG;416.7
MS;
ES;
PA;342.9
BA;
PB;
GO;
MG;728.3
PE;372.0
PA;387.5
SP;
RJ;
PI;360.7
CE;413.5
MA;481.3
CE;674.7
MG;566.4
PE;
SP;722.9
BA;
SP;634.1
CE;414.8
PE;
BA;773.3
MG;
RO;
CE;
BA;
RJ;
RN;598.2
SP;
MG;
SE;
PA;588.7
MA;622.3
SP;436.0
SE;542.9
BA;538.4
CE;567.8
SC;
PE;
MT;398.1
ES;
BA;
RJ;
SP;520.5
PA;
MG;
SP;
PE;391.2
SP;569.6
MT;790.3
SP;413.2
SP;
GO;
PE;445.5
SP;
BA;488.5
PE;
PA;515.3
SP;
MG;
BA;385.4
SP;664.6
MG;733.8
GO;517.7
PA;419.1
SP;585.2
PI;
CE;478.4
BA;
RJ;
PA;393.4
MA;
RJ;356.3
PA;
RS;
PI;
PA;579.5
RS;
MG;791.5
MG;541.6
PB;547.1
PR;
PE;
SP;648.0
RS;649.5
MG;589.7
SP;529.3
SP;658.9
CE;435.5
MG;
RJ;528.1
MS;
RJ;
MG;598.0
GO;552.4
CE;800.9
GO;423.6
BA;
SP;550.0
PE;
RS;
BA;589.1
RS;
PR;554.1
RS;510.9
PA;608.4
RJ;383.2
PA;
CE;625.7
BA;
RJ;
SP;
CE;457.7
PB;
PB;
PB;607.5
BA;
MG;651.0
CE;420.6
CE;412.3
RS;373.2
CE;521.9
RJ;662.2
PE;403.0
PR;
SP;
PB;444.1
MG;
BA;380.8
SP;532.6
PE;
PE;
SP;
PB;
RN;415.3
RJ;
PE;
PE;
MT;
RS;457.9
MT;469.4
MG;499.7
SC;637.0
SC;
SP;473.9
PI;
MG;
BA;491.4
PB;
PE;524.8
MG;
CE;394.2
RN;
GO;682.8
PA;
MA;
MG;681.9
PI;
GO;
MG;
SP;
SP;378.5
SP;
SC;592.0
BA;375.9
CE;496.2
PE;488.3
MS;497.6
PB;
BA;443.9
RJ;596.6
PI;504.5
PA;428.5
SP;
PA;
MG;636.3
SP;439.1
PA;423.0
SE;343.4
GO;
BA;590.0
RJ;411.2
SP;646.3
PE;409.4
SC;708.7
MA;474.7
BA;391.6
PE;
PB;
BA;428.2
GO;426.7
PE;555.7
PA;645.7
PE;450.5
MG;465.6
MA;
PI;442.0
AL;
BA;474.7
MA;
SC;540.9
DF;
RJ;452.7
GO;
SP;
AL;
PA;
BA;355.7
PR;583.7
SP;
ES;
SP;628.6
SP;398.1
SP;633.9
GO;
GO;544.0
RS;496.2
PA;458.7
ES;879.0
MA;428.3
CE;444.5
BA;
DF;504.2
BA;428.6
AC;
CE;675.8
CE;583.6
SC;689.3
SP;
MA;
BA;755.1
GO;456.5
RR;
BA;
SE;602.9
SP;368.2
BA;483.0
SP;425.2
PR;399.1
BA;621.4
PB;602.3
RJ;
PA;404.8
MA;498.9
SP;580.4
PA;
SP;
BA;
GO;
SE;543.8
DF;618.1
MG;600.3
TO;
BA;489.4
RN;386.4
MG;
PB;792.5
PR;
CE;362.8
BA;607.5
RN;
BA;
MG;408.4
SE;544.7
SP;
CE;332.1
RS;480.6
CE;709.8
PI;408.4
SP;668.0
TO;
MT;637.2
SP;707.5
CE;
RS;570.6
RN;677.0
MG;
BA;
BA;
GO;
AL;
RS;
MG;583.0
SP;458.2
SP;830.8
MA;
RN;514.5
PE;
BA;582.2
MG;443.1
SP;625.2
MA;607.8
SP;
SP;
DF;360.5
MA;
PB;608.6
PE;572.5
MA;388.9
AL;488.7
SE;
RS;
PB;525.1
MG;
RJ;
BA;479.2
CE;
PE;518.1
GO;597.5
RN;692.5
BA;424.3
PE;659.4
RS;551.9
BA;
PR;522.6
PA;435.5
BA;634.9
BA;643.7
SP;
PR;495.5
BA;
BA;389.3
SP;693.9
RS;
SP;
PI;
PE;422.1
MA;354.8
RN;454.4
CE;
AL;497.4
PA;398.4
GO;450.5
SP;
RS;633.3
BA;
RJ;520.5
ES;605.3
RO;
CE;
BA;
BA;
MG;
RJ;414.4
SP;677.6
SP;
PE;536.8
MG;494.7
PE;
BA;
BA;549.1
BA;
MT;
RS;
RS;
RJ;865.2
MS;828.6
MG;560.3
PA;472.6
CE;683.4
CE;
PE;395.4
PE;685.6
SP;
GO;476.3
AP;
PR;802.9
SC;786.3
CE;637.5
ES;703.0
PE;374.0
SE;
MT;
MG;537.2
PE;402.1
MG;507.8
CE;
PE;419.3
AL;475.8
SC;573.5
MG;
DF;
PI;429.4
PE;410.1
PE;
PR;597.8
ES;353.9
RJ;665.9
PA;498.1
MG;
MA;
PE;620.4
RN;484.1
PR;529.0
PI;491.1
SP;
PE;
RS;592.0
RJ;
CE;
DF;
MA;
CE;493.6
SP;
PB;
SP;423.1
SP;434.2
SP;
SP;
PE;388.8
PE;
PE;
BA;
SE;
CE;615.3
PI;518.9
SP;
MG;
PR;685.1
SP;425.1
PA;414.9
MG;
PI;391.7
ES;
RN;
SP;
BA;
GO;
RJ;407.3
SP;668.7
BA;
MA;555.0
BA;
SE;466.1
RS;
MG;640.1
SP;
PE;349.5
SP;
TO;549.0
MG;
PR;
PA;
GO;
SP;614.2
SP;644.6
MG;
SP;898.7
SP;
BA;531.5
MG;
RJ;
SP;630.8
PB;549.6
PI;674.5
BA;604.8
PB;415.4
MA;371.7
SE;351.8
RS;
MG;
AM;
RS;518.3
ES;609.3
CE;
AL;404.6
SP;879.3
MG;
CE;573.0
BA;
MG;393.2
BA;404.8
SP;543.6
CE;467.8
BA;344.6
PE;
MG;550.1
AC;
MG;
RS;522.4
PR;780.5
DF;798.0
PE;523.5
CE;650.2
MS;475.3
GO;724.5
RN;
SE;
MG;494.1
PE;625.7
PB;458.2
CE;587.1
PA;380.4
RO;
PA;468.4
PE;347.8
MA;705.9
BA;557.4
PB;609.3
PB;
MG;333.3
TO;627.6
TO;398.7
PB;442.9
MG;
SP;573.8
PI;409.7
DF;379.1
BA;
SP;651.4
MG;519.9
PE;531.2
BA;399.5
SC;
MG;698.5
MA;590.5
AP;425.2
SP;540.6
ES;
PI;571.5
SP;
PE;625.9
MA;
RN;
PE;571.4
RN;663.7
RJ;729.7
MT;365.1
RS;
SP;
MG;
PB;547.2
PE;679.0
PE;
RO;
BA;812.6
BA;567.5
RJ;
MG;
PI;
SP;622.3
MG;472.9
PA;
ES;650.0
BA;
RN;698.4
TO;
SP;577.7
CE;495.6
MA;512.3
MA;539.5
SP;620.7
CE;632.5
CE;
PA;741.7
RR;
BA;505.3
BA;
SP;592.6
GO;
PI;565.0
SP;433.5
MG;740.1
PB;684.0
MG;
RJ;351.1
SP;
BA;603.4
BA;402.1
PA;
SP;531.6
PA;471.5
RJ;
CE;428.4
SP;
SP;
CE;
GO;690.1
SP;610.4
PA;419.2
RN;500.3
DF;577.1
SC;
RS;639.7
MG;
SP;
BA;410.0
BA;
PR;
MT;412.5
RN;458.8
PB;420.9
SP;
BA;
SP;
BA;431.4
MG;572.2
RN;344.0
SP;
GO;673.6
BA;402.4
BA;
PB;651.6
SP;
RN;
RN;
SE;448.2
SC;557.6
RO;401.7
PI;390.8
GO;599.8
MG;474.1
PB;745.5
BA;469.7
GO;
RJ;
MG;657.2
GO;648.6
GO;
PE;476.7
RN;448.9
RJ;532.8
PB;
SP;602.6
MA;
PA;450.7
RS;
MG;705.0
MA;432.6
SP;
RJ;499.6
MG;
BA;781.7
PB;357.4
RJ;
BA;
GO;
PB;
CE;419.4
PB;605.8
PA;394.0
PB;487.0
PA;
BA;
SP;497.1
PE;534.3
SC;469.5
MG;627.2
SP;541.1
MG;571.9
BA;
SE;
RN;
AC;539.3
BA;
MG;
CE;526.7
SE;
AP;
AM;443.3
PE;526.1
ES;619.6
CE;
PR;346.3
MA;637.6
SP;
PB;527.7
MG;350.4
SP;391.9
BA;
MG;494.4
MG;
SE;488.6
MG;652.5
AP;489.7
ES;637.4
SP;
RN;
MS;533.8
BA;
GO;
PA;411.4
RJ;406.2
SP;685.8
SC;572.6
MG;
PE;555.3
PA;691.4
CE;579.4
PB;431.3
BA;
MA;452.2
RJ;431.6
SP;
SP;579.5
SC;
SE;638.4
MA;
MS;462.6
RS;
RS;
CE;
MG;576.7
MS;672.7
PA;
DF;466.5
PA;448.2
SE;
SP;
MA;404.8
PA;419.9
PE;512.6
CE;
MG;454.8
PB;449.6
SP;
CE;843.3
CE;
GO;
SP;653.0
AP;330.6
SP;666.5
SP;775.3
SE;379.9
MG;449.4
PI;624.5
RN;531.8
PE;
SP;
PB;522.1
SE;347.4
MT;
BA;
SE;631.6
PR;397.1
SP;
SP;417.9
SP;572.7
MG;433.5
PR;434.3
RJ;516.5
DF;468.3
PA;533.4
PA;
SP;739.7
MG;692.4
MG;527.2
MG;395.4
PB;419.5
PE;439.4
RO;
PB;669.4
CE;539.3
AM;
BA;472.9
PE;695.7
BA;
TO;523.8
BA;
MG;498.7
AC;405.2
RJ;
CE;693.1
BA;
BA;396.1
MG;
CE;
BA;492.0
PA;618.9
AM;
CE;646.9
MA;418.1
SE;523.8
GO;403.3
MA;649.1
RJ;
SC;
RJ;
PA;
RN;750.5
SP;
PR;369.5
MG;579.9
SP;
AL;419.5
PE;391.4
PB;
RJ;814.1
RN;426.5
PA;
MG;807.7
MA;428.6
RN;
GO;402.1
MG;704.2
SP;523.2
RJ;594.7
MA;879.2
GO;657.2
PA;340.0
SC;432.8
SP;518.1
MA;365.8
BA;
PE;425.0
BA;586.9
MA;447.1
SP;614.4
MG;
PB;601.0
MT;412.8
SP;502.2
RJ;
SP;
SP;
DF;406.8
RJ;342.0
PI;442.8
CE;451.9
RS;576.0
BA;464.0
SE;
SP;626.7
MA;422.8
RN;550.4
SE;581.5
RN;719.0
RJ;
PI;
MG;
BA;588.1
AM;691.1
BA;422.2
BA;731.3
CE;419.9
MA;529.4
SP;
AP;420.0
SP;
SP;549.5
RJ;699.1
ES;
CE;
CE;346.7
TO;
DF;
PA;562.4
MG;
MT;446.8
RJ;445.5
GO;346.3
GO;361.5
DF;
MG;563.7
MG;
MA;
ES;
SP;445.5
MS;
MT;568.5
PB;634.7
PA;539.1
RS;
PB;507.0
BA;593.5
SP;685.2
MG;345.9
SP;
AC;472.5
PI;387.6
PE;
SC;
PE;804.3
MG;
RS;623.4
AL;391.7
SE;403.8
SP;462.7
RJ;663.0
AL;363.4
GO;
MG;718.1
SP;
MG;927.6
PR;622.1
RN;509.5
PB;500.6
BA;399.3
RJ;523.8
SP;528.9
PE;463.3
CE;468.6
SP;779.3
MG;
MG;606.2
AL;
MG;661.6
BA;549.3
RJ;567.2
SE;474.4
BA;389.7
SP;623.1
SP;
MS;
RJ;458.4
MG;
ES;
RS;
RJ;
RN;579.3
PA;
PB;
AM;
MG;483.1
MA;563.4
CE;
RS;
SE;501.0
MT;605.5
SP;595.1
CE;
PR;
AM;533.1
AL;524.2
MS;
MA;471.3
DF;
RJ;555.6
PE;743.0
SP;
GO;446.8
RJ;477.4
PE;517.5
BA;515.1
BA;
SP;
AL;
MG;
DF;
GO;375.2
MG;646.2
PA;673.7
SE;502.1
AC;
PA;450.0
BA;483.1
PA;663.5
BA;349.2
BA;438.9
MG;605.9
AL;
RJ;703.8
PA;
SP;642.0
BA;483.3
RS;
AM;
SC;
BA;509.7
RJ;435.5
PA;
MG;
RS;632.7
BA;458.1
MA;487.0
GO;425.0
PA;
GO;537.3
RO;440.9
RJ;
BA;364.5
MG;425.6
BA;410.3
BA;383.9
TO;534.9
RJ;726.3
PE;475.1
MS;456.2
BA;520.6
RS;476.2
BA;466.4
BA;378.4
PB;824.1
BA;458.9
CE;
RJ;513.6
PB;341.4
RJ;483.5
MG;
MA;
RN;361.0
AL;359.6
MA;
RJ;727.7
SP;552.4
BA;
BA;348.1
RS;
RS;724.4
RO;435.4
MG;417.7
SP;689.7
MA;416.4
BA;383.8
MA;474.4
MG;539.9
CE;
CE;595.1
ES;371.9
MG;536.2
RS;432.6
SE;
BA;
SP;
SP;864.3
PA;
GO;625.7
MG;499.7
CE;448.7
SP;
PI;
RN;642.3
RO;
RJ;640.8
AP;388.2
CE;455.4
MG;575.6
MG;
RJ;
PR;579.5
PE;466.6
DF;416.6
PA;429.6
AM;
AP;520.4
ES;739.6
MG;568.4
BA;
SP;669.4
PI;522.0
BA;
SP;
SP;
BA;450.9
PA;
MG;442.1
PA;
MG;
RJ;
RJ;508.8
BA;611.4
PA;
PE;
PB;444.9
MT;
SP;
PR;
PR;450.1
GO;
MG;
ES;
GO;
PB;425.2
MT;
MG;631.8
DF;
RS;549.3
RS;651.5
MT;534.9
GO;690.4
RJ;521.0
GO;338.3
BA;373.7
PB;477.8
CE;475.3
SP;
PB;507.1
RS;493.9
PE;
MG;653.3
PB;434.4
PE;458.7
AM;467.5
RS;449.0
RN;518.6
MS;654.0
BA;536.7
PE;441.2
MG;560.1
SP;568.6
MG;
SP;
SP;477.3
PR;
RS;638.2
MG;439.9
MA;
SC;
PR;470.6
SP;620.0
RJ;582.0
RN;
MA;
CE;
RJ;
PR;
CE;407.0
PE;440.0
RO;
MG;577.2
PB;
PR;633.5
SP;
RJ;538.4
MT;
MG;
GO;
RS;504.0
PR;755.8
MA;719.8
MG;
CE;416.0
PI;559.1
MA;
RS;
ES;541.5
SP;855.8
SP;
MG;
BA;
PA;436.9
PB;516.4
SE;438.2
PE;
MG;639.5
RJ;753.7
PI;
RN;637.9
SP;
TO;
MG;
PE;
AL;389.3
BA;
AM;518.8
MA;602.5
MG;
SP;520.1
PB;366.3
CE;679.6
MA;
AM;
BA;
RN;417.6
MG;412.4
PE;
RJ;456.5
PE;462.6
BA;
SP;519.0
SP;446.1
RJ;
MG;613.4
RJ;593.5
PE;705.5
MG;
BA;
CE;778.2
PA;
SC;
PE;508.3
CE;545.4
MA;651.9
AL;470.6
MA;489.7
MG;
RS;559.6
SP;592.0
PE;474.5
RS;583.8
RS;546.5
RJ;
PB;410.5
BA;467.8
MT;644.0
PR;591.6
PR;702.3
SP;
BA;
BA;465.0
RO;571.2
MG;
PB;
SE;
DF;416.2
RJ;354.7
RJ;354.6
RN;679.7
PB;
MG;
DF;559.3
GO;
AM;
PA;428.1
SP;
SE;605.7
SP;460.7
MG;451.9
GO;
AL;887.2
PB;391.9
MG;
RS;406.8
RN;488.8
AM;446.9
PE;525.7
RJ;558.8
CE;858.1
MG;
PE;529.4
RN;688.3
ES;473.8
RS;621.6
SP;735.5
MG;692.1
MS;
GO;601.7
PB;403.7
AM;562.2
AL;653.0
SP;571.1
MA;
PE;450.2
RN;610.0
CE;788.9
MG;531.4
MG;
SP;411.2
MG;553.1
CE;674.9
MG;491.0
CE;509.0
PE;569.5
SP;501.1
PB;
PE;
PE;577.2
SP;581.9
MG;581.1
BA;494.3
RS;667.2
RJ;
PE;624.5
MA;393.4
GO;448.9
SC;629.0
MG;484.2
CE;433.4
PR;488.7
BA;712.8
RJ;401.5
CE;410.2
PA;425.4
CE;
MT;760.7
BA;410.6
PI;521.9
SP;746.3
PI;477.6
AL;
SP;711.1
GO;483.4
SP;615.9
PA;
MG;
PE;650.7
PE;590.5
PE;708.5
GO;332.2
RS;
PI;705.4
MS;527.3
MA;
PI;380.5
PB;
CE;523.6
SP;
MG;
PB;558.6
RN;479.7
PE;484.5
BA;727.2
SP;456.0
CE;665.2
MG;603.7
PI;
BA;396.2
PR;
MG;531.7
PB;
BA;619.9
ES;569.3
BA;518.3
SP;
SC;
SP;
GO;497.5
GO;
SP;670.0
PI;563.8
AL;594.2
AM;610.5
SE;501.5
CE;
PE;460.2
PI;607.4
RS;502.0
MG;
MT;586.2
CE;500.3
RS;649.9
PI;607.5
CE;571.8
RJ;595.4
PA;656.2
PE;
RJ;
TO;361.3
MG;
CE;708.2
CE;
SP;
MG;563.0
MA;
SP;
MA;
RJ;756.8
AP;335.0
SP;
PA;495.5
RN;
BA;586.5
PE;
MG;
AM;
MG;618.8
PR;386.5
RS;
PB;721.6
GO;527.2
MG;452.1
SP;
PB;464.8
PA;
PB;365.5
SP;
PE;
PI;
PR;480.8
MG;
PB;480.7
SP;507.4
CE;
SP;468.2
SP;
CE;422.1
PI;683.2
SP;525.6
GO;441.3
PE;
MG;
SP;364.2
PE;438.4
RJ;806.9
PB;640.0
SP;604.3
BA;358.0
MG;683.1
MA;
RN;
RS;
RJ;564.4
CE;
SP;
CE;475.4
SP;
SP;666.4
SP;754.5
AP;591.6
PE;537.1
MA;
SP;338.8
PE;
PA;
RJ;438.0
RJ;708.0
MG;
PE;658.5
MA;439.1
PI;421.8
SP;448.5
SP;
MG;
RJ;402.4
PB;422.5
RJ;
RJ;
BA;555.1
PE;375.8
PA;667.0
SP;546.5
RN;615.1
PE;532.6
GO;332.3
PA;
MA;
RJ;603.5
SP;548.9
SC;617.0
RJ;
ES;622.0
SP;741.6
AM;575.0
AP;339.4
BA;432.4
PR;498.6
RJ;
SP;569.2
SP;
MA;
RS;711.8
CE;
MG;617.3
MG;486.5
SP;399.2
RJ;463.9
RN;742.1
AM;602.5
RN;687.2
RS;424.7
RS;541.6
TO;650.4
RN;611.3
SP;
SP;585.3
PA;677.3
AL;448.7
RJ;598.3
MT;823.6
PR;495.6
PB;
PB;394.1
SP;
PB;424.7
BA;592.8
GO;409.9
RJ;754.1
AC;584.1
PI;533.4
SE;502.7
RJ;582.9
PA;642.3
RS;
PE;
CE;
RS;714.6
MS;765.9
SP;
MG;478.8
BA;355.7
RN;598.9
RS;
AM;
PB;638.1
PR;
BA;695.0
BA;737.2
RS;
PE;526.8
PI;480.6
RS;417.1
AL;
PR;502.3
DF;475.2
PE;560.2
TO;716.2
MG;
PA;
RS;616.1
RN;
CE;380.5
CE;
CE;
BA;594.8
SC;679.1
CE;
SC;873.0
MG;624.6
CE;579.5
BA;
AM;452.8
SP;562.6
CE;511.4
BA;
RS;
MA;366.5
PR;455.1
CE;633.1
SE;444.8
AP;
AL;
MG;
SC;
PR;
CE;
CE;
ES;380.7
BA;404.2
AM;551.5
MG;
MG;619.9
AL;705.1
PR;
MG;757.7
RS;490.8
RN;588.0
MG;501.2
MG;
MT;450.9
SP;
RJ;688.9
PE;641.0
MG;375.0
PE;714.3
BA;
RJ;428.4
CE;504.4
RJ;436.3
PI;487.4
PE;
