SG_UF_PROVA;NU_NOTA_MT
MG;588.2
BA;
PR;396.1
PA;617.6
RJ;627.3
RS;423.7
PE;639.6
BA;723.4
CE;520.7
PB;505.6
SP;608.1
CE;342.3
ES;
PB;350.5
PA;408.5
AP;425.2
AL;600.6
BA;436.8
RS;688.7
RJ;691.5
CE;416.5
RS;489.0
ES;662.3
CE;530.4
MA;
PA;344.1
PI;400.3
ES;
SC;
MG;565.5
MA;342.7
RS;
BA;663.9
CE;
MG;583.6
BA;429.6
GO;510.8
RJ;450.6
GO;495.1
RJ;781.3
PE;407.1
CE;0.0
PI;370.3
BA;454.4
MG;
AM;
SP;613.4
SP;
AP;332.1
PE;432.3
CE;645.2
PR;
SP;559.5
PI;520.0
RJ;433.6
MT;399.2
BA;551.9
GO;578.5
PA;336.9
SE;432.6
PA;
SP;375.2
PA;533.1
SP;339.5
SP;603.5
PA;588.1
BA;
BA;574.2
RJ;525.5
RJ;336.0
RN;
PB;363.2
CE;
MG;645.2
BA;427.4
MG;
BA;636.0
PR;414.3
PI;
PI;447.5
MG;548.2
PE;736.9
RJ;689.2
PA;601.7
MG;600.3
PA;430.2
DF;
RR;331.0
PA;502.6
RS;859.9
PB;469.4
RJ;682.1
RJ;605.0
SE;333.9
BA;565.1
MG;537.1
GO;604.0
CE;352.5
SC;432.4
RN;
GO;488.8
RJ;533.2
PI;405.7
MG;614.3
PA;495.1
BA;503.2
SP;517.5
PR;
PA;
AM;
PI;
MA;447.8
SP;
GO;
AM;
RJ;
GO;498.2
AL;360.7
GO;392.7
SP;514.8
RJ;618.4
PA;
RJ;450.1
BA;
RJ;338.3
SP;718.4
DF;734.8
MG;435.6
SP;614.4
PB;538.6
SC;
SP;580.2
CE;
MA;630.1
PE;512.0
AM;
RJ;516.6
MA;608.0
RJ;688.0
PE;618.5
MG;533.5
RJ;408.9
SP;350.9
RJ;419.4
BA;766.4
MA;374.1
SP;882.7
RJ;666.3
BA;
PA;339.2
MG;563.7
GO;407.1
GO;
CE;404.1
MS;512.8
PE;
CE;761.3
PA;440.6
PA;673.7
GO;498.4
CE;473.2
SP;575.8
PE;381.0
SC;
PA;
PE;494.2
SP;
SE;490.8
MA;421.2
SC;388.0
MA;499.4
SP;462.1
PB;756.5
CE;573.8
BA;440.7
RJ;429.9
SP;542.7
PA;434.5
PA;407.5
RN;
RJ;482.4
MA;408.6
GO;424.6
MT;426.2
BA;466.9
SP;535.2
PR;439.5
RO;405.3
MA;424.6
SP;702.9
PA;
MS;348.8
AM;
PA;460.2
CE;384.1
GO;701.6
CE;471.6
AL;488.6
SP;489.1
RS;
TO;
SE;583.9
SE;372.8
BA;
BA;
SP;762.7
AL;520.4
MG;796.7
PE;
SP;
MG;721.7
SE;401.2
MG;
RJ;508.2
SP;
BA;597.5
PE;509.9
BA;450.5
PA;459.9
MG;825.1
CE;404.6
PA;349.9
RS;470.2
MG;491.4
MG;469.1
PE;
RJ;406.2
PE;451.8
PI;519.0
RS;601.2
PA;610.8
BA;483.4
MA;692.6
AC;437.9
MG;608.8
PA;345.8
MG;518.2
MG;454.0
PR;
TO;
AL;468.5
RS;552.6
MG;578.4
SP;609.6
AM;
MT;809.1
SP;613.3
SP;
PA;332.5
BA;600.9
PB;
SP;394.0
PE;595.2
PE;506.4
BA;
PA;
RN;344.3
SP;606.2
MS;631.3
SC;457.6
MA;
SP;424.8
RJ;445.3
CE;
MA;348.0
RS;581.2
CE;
RS;336.4
CE;351.7
AL;523.3
CE;528.0
PA;696.2
MA;535.4
CE;654.5
CE;
PR;478.0
SP;
PE;712.2
GO;492.3
MA;424.1
SP;434.2
RJ;667.0
PE;445.3
BA;
SP;
RN;
MA;
BA;586.2
AL;
MG;475.8
SC;536.6
PB;603.1
BA;
MG;618.9
PE;604.9
BA;
MA;583.9
BA;
CE;
BA;653.1
SC;801.5
RJ;
GO;
ES;456.0
MG;749.1
RJ;481.6
SP;627.2
RJ;597.5
SP;
PA;330.6
RJ;570.8
GO;
RN;408.3
CE;742.7
SP;
CE;419.2
MA;378.7
CE;517.1
PA;408.5
PA;357.8
MG;427.9
RJ;
RS;605.3
RJ;684.8
PR;676.2
SP;
SP;367.3
PI;368.2
PB;
AL;399.4
MG;772.7
AC;345.7
GO;404.4
SP;
AC;330.2
DF;424.0
MG;
MG;671.3
PE;450.5
RJ;
SP;628.9
AC;
MG;610.7
PE;
RJ;449.1
SP;587.8
PR;503.8
PB;748.6
CE;
BA;621.0
PR;449.1
SP;582.0
MA;666.3
PA;774.4
MT;394.3
MA;491.6
MT;
GO;377.5
SC;698.4
RO;713.9
PE;569.7
MA;467.7
PA;
SP;758.0
SE;489.5
RJ;
PA;450.8
PI;607.5
RS;591.3
PI;490.0
RJ;575.3
MG;576.1
AM;385.4
MG;
PA;517.4
PA;
PB;396.5
DF;
MA;379.9
MT;367.6
RJ;523.1
MG;373.1
DF;573.7
MS;517.8
MT;550.0
SE;577.2
RJ;786.1
BA;456.0
BA;436.3
RJ;
AL;566.4
SE;676.1
PR;678.0
RJ;604.5
SP;751.9
MS;361.2
SE;716.0
BA;
CE;481.0
ES;504.1
SP;647.0
PA;336.3
ES;684.1
PA;361.1
DF;551.7
CE;360.1
BA;
PB;
PB;558.4
SE;394.8
MG;382.9
MG;730.1
SC;
PA;
BA;599.6
PB;458.6
TO;430.7
SP;
MG;491.9
CE;417.6
PE;445.4
PE;353.1
SP;
PE;502.5
RJ;698.7
AM;497.2
MG;784.8
SC;508.3
PE;546.9
PE;403.0
PA;
RN;
RO;
AL;337.3
CE;343.0
SP;
GO;645.6
PA;488.2
BA;524.3
PB;366.2
DF;
CE;
CE;333.3
MG;
PA;
PI;354.5
PA;551.7
SC;
PA;475.6
RJ;571.9
PE;433.1
CE;490.0
RS;385.8
CE;748.0
MG;382.7
MA;420.6
MG;639.4
RS;638.7
PB;
SP;607.8
RN;636.8
PB;835.9
BA;624.5
RS;537.1
SP;810.0
MG;746.1
DF;618.7
RR;466.6
GO;505.6
CE;478.1
CE;
SP;397.4
PA;397.0
SE;
RJ;
MG;562.2
MA;520.5
PB;
PI;362.4
SE;402.2
SP;635.9
RS;689.7
PE;651.3
RS;618.5
PA;438.2
PB;414.6
SP;
PI;749.5
MG;462.6
PA;467.4
SP;782.3
AL;
RN;
RJ;
RJ;535.5
RJ;564.9
BA;361.4
SC;
PA;338.8
MG;728.5
SP;585.7
PB;607.1
SP;642.3
RS;
MT;340.0
MG;405.2
GO;333.8
MA;445.7
CE;633.2
RJ;
CE;410.3
PA;650.2
MA;347.3
PB;565.1
SC;
AL;396.8
RJ;344.2
PE;488.8
PE;626.3
CE;473.1
RN;432.9
BA;536.4
CE;
PR;674.7
MT;
PA;
RJ;617.0
PA;579.8
SE;489.2
CE;661.9
AM;437.3
MA;599.4
SP;592.5
GO;
RJ;
MA;512.8
MT;0.0
BA;
SP;692.2
RJ;
MG;458.3
SP;733.1
PA;511.5
PB;
PR;535.8
PR;
PE;
RJ;583.8
PB;512.6
AL;460.0
RJ;
BA;476.6
PA;476.5
PA;377.5
RS;610.3
SC;525.5
PA;498.9
BA;424.2
MG;440.4
CE;677.9
RJ;373.6
SP;531.6
MA;382.4
AM;
MG;657.0
TO;641.2
PA;
MG;649.8
RJ;515.5
BA;545.2
PA;371.4
AL;626.7
RJ;
AM;590.3
AC;504.5
MS;461.5
BA;610.5
CE;
SP;546.8
PB;
PB;428.8
PB;358.8
SP;463.6
SP;417.2
AL;522.7
MA;
BA;354.5
SP;
CE;
SP;586.0
SP;663.2
MA;457.3
RS;602.7
BA;383.8
AM;
MG;
PB;660.2
BA;
SP;
SP;
RJ;
MG;700.9
MG;367.3
MA;669.7
BA;366.8
PR;583.7
PR;781.0
MA;443.8
MA;382.1
MA;
PB;497.3
SP;388.0
SE;
GO;618.2
SP;
PB;
PI;
PE;
MG;533.7
AM;
MG;507.8
BA;
AL;530.7
AL;
BA;
SP;
PA;444.7
PA;
MA;
SP;
SP;615.8
SP;
PA;
PB;408.7
CE;359.4
PE;
GO;
SP;662.8
SP;509.3
SP;618.5
BA;676.7
DF;745.5
CE;
PA;352.1
BA;572.8
AL;348.1
RS;438.8
MG;553.7
BA;344.4
PI;
SP;584.5
RJ;665.6
RS;461.4
PR;672.0
PI;531.2
SP;411.3
RJ;339.6
SP;637.3
ES;596.9
SC;
PB;661.8
PI;587.8
PA;670.7
SP;
RJ;
MG;614.5
RJ;345.3
PR;459.4
PE;547.7
PA;347.8
PE;390.5
BA;446.3
SE;729.8
CE;
BA;
MA;381.6
PA;622.5
SP;490.0
MG;
ES;455.6
SP;578.0
RR;
RJ;
RS;581.5
MS;375.9
RJ;464.4
RN;
RN;777.2
SP;
RS;566.1
CE;395.9
PE;
BA;579.8
MT;
PE;366.7
AL;340.4
RJ;675.3
PA;
SP;597.8
RJ;
MG;383.0
RN;514.8
RO;531.3
BA;508.4
PB;616.0
RJ;
RJ;640.9
AM;
SC;617.8
MG;616.7
PA;359.4
SP;787.3
RN;341.3
SP;574.7
SP;696.7
MS;553.7
PR;870.0
SP;603.5
MT;
RS;
RJ;
PB;833.9
BA;582.9
RJ;439.0
PR;591.4
MA;504.9
AM;
SP;653.8
RJ;701.8
PI;428.9
RJ;780.6
PB;670.2
RJ;843.3
PA;405.5
BA;729.2
AM;523.9
SP;832.3
PI;434.0
AM;
MS;375.8
PB;347.4
BA;541.1
PR;624.4
RN;376.7
PA;
SP;654.9
PA;
BA;435.8
DF;670.7
CE;360.4
DF;854.5
SE;
SP;742.7
AM;429.8
CE;662.9
PE;
RN;725.3
RJ;774.4
PB;631.3
CE;365.6
RS;528.6
PA;449.2
SP;710.0
SP;425.6
AP;374.5
SP;489.0
MG;755.0
PE;409.3
MG;686.2
RJ;
CE;582.1
BA;773.0
MA;868.7
PR;
SC;700.0
PA;521.1
RJ;600.4
SE;383.8
BA;415.7
ES;
SP;409.2
MG;346.2
SP;
GO;625.9
MG;835.5
MT;389.0
PA;457.1
RJ;0.0
CE;512.0
PB;464.8
MG;545.3
PE;639.2
BA;567.7
PI;386.9
MG;360.1
MA;436.2
BA;604.5
BA;
BA;
BA;338.5
BA;477.4
PA;343.7
SP;626.2
CE;521.6
SP;499.9
CE;390.3
AL;748.3
AL;
SP;
PB;513.7
AL;411.8
RJ;732.4
RJ;
MA;600.6
SC;595.2
RN;
RO;561.5
CE;388.2
PE;723.1
ES;536.1
MS;518.7
CE;
BA;401.6
PB;
MG;797.4
SC;680.7
SP;576.9
MT;518.0
PR;627.3
PA;756.0
SP;
RJ;558.6
MA;
RJ;
PE;743.9
RJ;
PA;404.4
RS;816.6
SP;739.2
RS;495.5
CE;569.8
PB;468.2
MG;553.5
ES;636.7
CE;715.8
MA;388.6
BA;379.9
SP;692.7
MG;612.3
BA;451.4
CE;574.2
RJ;402.0
ES;785.2
RJ;501.9
PE;715.7
BA;359.8
SP;714.5
AL;
MG;456.3
SE;464.8
MA;543.4
SP;409.1
SP;
AC;551.8
SC;727.9
PB;621.2
SP;511.5
CE;717.6
SP;763.5
MG;
MG;402.8
BA;514.0
SE;
TO;466.4
RJ;644.3
RS;576.1
GO;432.0
MG;645.4
SP;399.9
PB;467.7
MG;504.4
RJ;
BA;360.0
PE;610.4
PA;565.1
RJ;512.5
MA;
PA;427.3
SP;694.5
BA;470.4
MA;611.5
MG;
PE;371.8
SC;556.6
DF;
RJ;420.2
MA;442.1
CE;
MA;476.9
PI;548.6
PA;396.8
MA;462.9
AL;543.1
GO;452.7
PE;332.9
PR;
RJ;
GO;544.1
MG;554.6
PA;561.6
RN;736.0
RJ;
MG;726.0
SE;
CE;451.9
BA;371.5
RO;416.6
PE;348.4
PI;403.8
GO;604.8
SP;
CE;493.4
CE;518.0
MG;447.0
CE;581.6
RJ;488.7
MG;
SC;358.5
PB;
PA;540.5
SE;498.9
BA;
MG;806.0
PE;480.5
ES;475.9
MG;
PB;459.9
SE;412.8
PR;649.3
PA;
AM;423.9
GO;465.2
PB;487.0
BA;547.7
SP;392.8
SP;636.3
MA;740.9
SP;514.1
RJ;
RJ;
MG;
PR;494.2
BA;
MG;495.1
AM;396.6
CE;689.3
GO;510.4
MA;
PB;
BA;
PA;348.4
BA;736.3
MA;331.9
BA;424.3
MA;411.2
SP;568.0
RJ;480.1
PE;
CE;663.2
SP;485.3
MG;533.4
RJ;442.9
PA;538.2
AL;
MS;473.8
SP;356.4
SE;363.7
PA;452.5
SC;655.2
CE;407.7
RJ;
BA;
CE;
AL;494.8
PA;
PA;611.3
RJ;720.9
SE;401.2
SE;362.9
AP;481.3
PR;473.1
BA;395.6
PB;359.9
BA;
PA;495.4
DF;455.1
PA;
RR;428.4
RS;
PB;734.6
RN;471.5
SE;385.4
PA;435.5
PA;491.9
MS;
TO;570.1
PI;530.6
AL;349.0
CE;747.0
PA;388.5
BA;529.7
GO;377.2
RJ;
SP;589.9
GO;
PB;379.7
MG;610.2
MG;359.5
RJ;443.4
RN;632.3
PB;
SP;465.5
RS;
RS;663.1
RJ;663.7
SP;612.2
MA;361.2
BA;612.3
PE;515.4
MA;396.3
BA;567.0
AL;
PB;563.7
MS;428.3
PE;483.0
RJ;587.2
SP;585.1
AL;537.2
RJ;518.0
MG;648.6
BA;589.8
CE;407.1
TO;524.4
PB;484.7
SP;
RJ;583.2
MT;0.0
AP;540.7
RJ;482.1
PB;478.7
AM;455.4
RJ;693.8
SP;430.9
GO;
SP;538.7
BA;444.6
RJ;
MA;
SP;536.4
BA;465.6
AL;499.5
BA;367.1
PI;619.9
MG;
AM;348.6
PB;365.2
PI;
PE;622.0
MT;351.9
RN;675.5
MA;
CE;577.8
MT;445.1
PA;506.1
PR;569.6
SP;
PA;350.7
RJ;680.2
DF;425.5
ES;
MG;656.7
BA;
RJ;669.8
RJ;426.9
SP;678.3
PA;
PR;430.8
RN;698.3
CE;566.5
SP;567.9
PA;372.1
CE;711.8
MA;495.8
PB;381.0
CE;586.0
PE;593.8
AM;427.5
MG;
TO;
SP;375.8
RJ;333.7
SC;520.0
SP;651.3
PE;470.4
AM;
MG;588.1
DF;430.8
SP;663.3
DF;592.7
MA;
SC;773.6
AL;574.1
TO;399.0
PE;703.4
SP;581.9
PA;400.6
PE;585.9
BA;393.9
PA;420.3
GO;
CE;
BA;
SP;686.6
MS;591.3
MG;509.7
PI;383.6
SP;616.5
RJ;541.8
PI;335.7
RS;571.6
MT;448.7
CE;
PA;710.3
PE;869.3
GO;355.1
RS;533.3
MT;561.3
PE;618.5
MT;
SP;869.7
BA;615.7
CE;634.6
BA;415.0
CE;
SP;561.5
AL;354.5
SP;
RN;517.3
MG;701.4
PR;389.5
PE;415.8
MT;422.6
MS;393.6
CE;344.1
RS;649.6
MG;759.7
PB;389.2
MS;352.5
MG;628.2
MT;390.8
BA;568.0
PA;377.7
SP;671.1
CE;
BA;579.3
PA;408.7
RJ;
MG;622.7
MG;607.5
AL;419.7
SP;452.7
SP;426.2
PB;584.1
RJ;
PE;337.8
MT;404.7
CE;
SP;696.9
PI;
MG;514.7
SP;740.1
PE;701.2
SE;435.6
TO;
PA;462.7
PB;388.2
MT;699.4
AC;661.2
PE;444.4
MA;484.1
MG;394.2
CE;634.7
RS;389.7
MA;417.2
SP;
MG;
RJ;505.1
CE;694.7
PB;479.4
RJ;457.4
CE;702.2
RN;485.1
BA;449.9
SE;667.1
PE;675.2
SE;490.1
CE;389.3
PR;708.8
GO;600.9
PE;391.3
RJ;465.9
PB;463.5
MG;478.3
SP;580.4
MG;
BA;
CE;479.4
RJ;
RJ;467.9
MG;661.8
MA;482.5
MA;671.0
AL;599.9
PA;
MA;379.0
PA;
BA;699.9
SC;
SP;542.4
CE;
MG;756.7
RJ;
PA;445.0
SP;
PB;495.4
CE;
MT;
SP;505.5
MS;
RN;
RJ;443.3
PA;
RJ;509.0
AM;434.3
SC;744.9
CE;527.3
PR;
AM;415.0
BA;
PA;
MT;
PA;667.4
MG;
PB;508.9
CE;407.1
ES;432.8
PI;408.9
RJ;
SP;507.5
CE;
BA;390.4
AL;
RS;
PI;397.0
PA;375.8
PA;
CE;556.0
RN;608.5
PA;
BA;601.1
AM;470.6
AL;438.5
PE;569.3
RJ;542.1
GO;
BA;
RJ;491.9
SP;617.7
SP;
PE;470.0
GO;
RN;713.0
AL;435.7
PA;488.3
BA;430.7
AM;
RS;603.8
ES;522.1
RN;411.5
CE;533.2
PB;389.3
MG;470.4
RJ;488.4
CE;414.8
SC;812.4
SP;551.0
PE;533.4
RJ;
CE;640.2
RJ;
MT;467.4
ES;603.2
SP;
BA;522.9
CE;754.4
ES;735.3
PE;918.9
SP;358.2
MA;588.9
SE;552.9
PI;671.2
RJ;
AP;572.7
MG;355.3
MT;513.8
SP;395.8
RJ;
RJ;407.7
RJ;755.5
CE;545.6
RO;552.3
SE;645.1
MG;
PE;648.4
PA;413.0
PA;469.9
MG;
PB;
RJ;
SP;
CE;596.5
RJ;455.0
RJ;719.1
BA;506.7
SP;
AP;666.6
AM;
PR;
BA;
BA;357.3
AC;490.4
MG;524.8
ES;716.8
SP;
SP;
AC;554.9
ES;
PA;446.8
MG;
PB;339.6
SP;512.4
MG;466.7
PE;
RR;
BA;
RJ;331.1
SE;613.9
AL;
BA;508.5
SP;533.9
SP;656.1
MG;377.9
BA;623.9
PR;623.9
PR;713.9
BA;571.4
SE;424.5
MT;381.5
ES;
BA;370.1
GO;
AM;421.1
SP;629.8
SP;589.3
PA;496.0
BA;
SP;590.2
MG;722.3
SP;623.9
PE;765.4
GO;413.5
SP;609.0
PB;0.0
PA;682.7
SP;
SP;435.3
AM;512.9
RJ;
PA;340.1
PA;520.7
ES;518.4
MS;350.3
AP;505.5
PE;344.3
AL;
BA;497.7
SP;
PE;397.8
SP;634.8
SP;439.2
PR;383.4
PB;376.1
PA;333.7
RJ;707.1
AM;434.0
PA;
SP;370.9
PR;515.3
BA;
RS;742.7
AM;
PA;
MT;
BA;531.6
AL;388.5
BA;507.2
RJ;470.4
AM;
GO;482.3
RJ;
BA;409.0
RJ;858.3
PA;696.2
BA;
PA;363.0
RN;447.8
RJ;474.7
SC;443.2
RJ;
RJ;711.0
MA;482.8
RS;547.5
PB;
MS;519.7
BA;527.6
MG;596.4
MA;534.2
PA;
AP;627.6
CE;
PB;427.2
MT;531.5
MT;381.3
PI;467.1
MA;
SP;
BA;380.7
AC;348.1
GO;
PA;
SE;431.7
AC;
GO;466.9
PA;428.8
PI;
SP;563.7
MA;438.4
MA;377.3
CE;484.4
BA;381.5
RS;767.2
RJ;489.0
MG;483.2
TO;677.2
SE;619.4
CE;471.3
DF;
MG;496.5
PE;
PB;490.0
MG;905.9
BA;
CE;
MG;706.4
MG;508.9
SP;696.1
SP;409.6
RN;534.4
SE;469.1
PB;
PA;
AM;423.2
SP;556.9
GO;561.0
BA;490.1
SP;461.7
RJ;
BA;
RN;404.1
PI;599.0
RJ;333.1
BA;398.5
CE;387.0
CE;507.2
SP;429.7
MG;495.5
PB;
MT;371.2
DF;
SP;697.3
PA;354.3
SP;401.2
AL;511.6
MG;593.8
SP;
RJ;443.8
MG;390.1
PE;793.7
GO;561.6
PA;365.1
AL;607.4
CE;809.2
PE;
MG;
RN;444.1
MA;524.1
PI;775.6
RO;
GO;450.1
RN;365.0
PB;500.2
PA;438.8
BA;539.7
SE;431.2
PE;354.4
CE;
PI;413.2
PI;383.3
PI;470.0
PA;
GO;415.0
PA;598.3
PA;408.1
ES;
RJ;
MT;
MS;628.5
MA;431.7
AC;
PE;694.0
PE;
PA;651.0
RJ;625.4
PA;579.5
BA;555.9
RJ;607.3
SP;
MG;546.5
CE;850.0
AM;633.5
BA;517.2
PA;508.0
PE;661.3
MG;593.3
SC;
GO;388.4
RS;337.3
RN;482.6
PE;461.3
RJ;
MG;549.9
PB;407.0
PE;
PI;458.9
PE;470.3
CE;618.3
MA;435.0
RJ;
PE;643.0
BA;
MA;388.8
CE;844.1
PA;
SP;453.1
CE;615.9
RJ;603.6
RJ;603.2
SP;647.8
AM;408.4
PA;380.8
RN;375.9
CE;
BA;445.6
RJ;546.9
PE;
TO;516.5
MG;374.6
TO;
GO;455.9
SP;
TO;384.6
SP;
RJ;567.8
MG;583.3
GO;
RJ;465.0
SP;599.4
PE;404.2
MG;629.4
AL;
CE;
PA;823.9
RN;644.9
MT;522.4
PE;501.5
RJ;645.8
PE;477.4
MA;
RJ;
CE;
AL;775.9
GO;613.6
SP;764.5
PR;577.1
AC;417.5
PB;
PR;441.8
RJ;
SP;435.7
SP;
AM;500.8
RJ;
MS;
SP;482.1
PE;360.2
BA;
MG;
MG;
PR;496.5
AL;332.0
SP;571.8
PB;560.6
RJ;695.8
ES;426.1
MG;
MG;
PA;389.5
SP;533.0
RJ;410.9
PA;354.6
PA;
AM;536.0
CE;389.5
BA;695.0
RJ;512.0
MG;354.1
CE;651.4
RJ;
RJ;657.3
PA;577.6
TO;
RS;812.5
RS;652.1
SP;
PR;372.8
PB;593.7
CE;331.6
SP;0.0
PA;
ES;448.0
RJ;
SP;
MG;585.7
RJ;
RN;467.4
MT;
AC;
MA;0.0
SP;481.9
SE;503.2
PI;474.2
MG;472.9
PR;439.6
CE;670.6
ES;523.7
SP;338.5
RJ;483.0
SC;673.6
PA;537.6
PE;376.7
BA;
SP;463.5
CE;521.4
PA;609.2
SP;688.2
RJ;
SE;647.0
SC;461.6
BA;
RJ;
BA;
SP;
RN;592.0
SE;
RS;
SP;702.1
RO;493.9
PA;
GO;393.5
PA;411.9
GO;421.6
PR;864.4
GO;481.7
SP;
AP;559.4
SP;597.9
CE;
AM;430.9
PB;361.0
PA;789.4
BA;509.2
PA;529.8
PA;576.7
PE;411.9
PR;375.3
PR;467.7
PB;405.5
AM;365.0
PB;492.7
SP;806.0
MG;542.2
SP;706.1
SP;
PR;405.3
PA;
AL;683.6
RN;667.3
AL;497.6
AM;739.6
SP;
RJ;
SP;
AP;495.2
RS;612.5
SC;
MA;345.2
MG;
ES;443.3
SP;555.1
PR;512.5
SP;488.1
PE;636.2
PA;419.1
ES;
BA;670.5
BA;515.8
RJ;
SP;679.8
RN;422.7
DF;622.8
GO;664.9
MA;
SP;593.5
PA;719.1
DF;562.3
GO;695.1
RS;385.6
AL;0.0
BA;528.9
PR;615.2
PI;
RN;408.4
SP;649.3
RJ;
AC;
RJ;640.5
RS;485.1
PA;522.1
MG;0.0
AM;529.5
PA;587.2
RS;432.6
PI;686.1
SC;
RN;451.4
CE;600.5
PA;
DF;502.4
MA;567.7
SP;587.1
RJ;453.6
SP;421.3
CE;536.2
BA;807.0
PA;587.2
GO;584.7
PI;378.7
PE;354.9
AM;407.9
SP;555.5
AM;
PA;
ES;801.1
PB;
PB;443.6
BA;329.4
RN;346.5
SP;464.3
AL;532.6
CE;688.2
ES;421.0
PE;366.4
MG;
PI;570.7
SP;431.5
PB;560.9
CE;463.6
MA;645.7
MG;437.6
PA;382.0
RN;
RJ;496.4
CE;454.0
PE;
RJ;
MG;795.0
BA;350.1
MG;536.7
MG;529.8
BA;488.9
PE;392.4
PA;444.7
MA;862.0
MG;377.3
PE;545.2
BA;
PR;
PI;
MA;
BA;482.6
RJ;
BA;402.8
CE;718.2
AL;
BA;
MT;592.0
PA;587.6
MG;668.4
CE;603.4
RS;619.0
SP;651.3
SP;470.5
RO;
PB;
MA;378.5
MT;376.2
RO;
PA;433.7
AL;465.3
PA;528.9
TO;
PA;498.4
PA;575.8
PI;435.7
SP;
PB;535.9
SP;414.5
AM;
RS;595.5
MA;519.8
PR;476.3
MA;402.9
SP;573.3
PA;
MG;
RJ;448.8
ES;437.6
DF;680.3
SE;463.6
RS;769.0
SP;580.7
DF;579.1
SP;691.6
PE;603.2
AP;686.1
SP;505.0
CE;710.5
RJ;
MA;745.6
SP;491.5
PE;380.8
RS;746.1
RN;416.1
MG;
AC;364.0
RO;631.8
TO;551.7
SP;
MG;
BA;644.0
BA;628.0
PR;334.7
RJ;
PE;
MA;510.9
PB;415.7
GO;0.0
RJ;544.1
SP;398.0
RS;489.6
RN;388.6
PE;
CE;474.9
BA;623.4
MA;585.1
SP;519.9
PB;543.2
PA;
MG;707.4
AM;489.5
SC;
GO;
PB;656.1
MG;701.6
SP;
AL;634.7
MS;
SP;400.3
AL;
RJ;352.8
SP;513.2
BA;701.4
RN;
GO;392.5
RJ;386.2
DF;
PR;373.8
AM;537.1
PI;341.9
MA;412.9
PR;508.2
GO;403.6
GO;586.0
BA;679.6
RN;458.1
SC;377.4
PE;718.2
PA;503.9
PR;559.2
TO;742.8
MG;682.7
RJ;557.8
MA;
GO;
BA;602.1
RS;700.8
PE;370.6
RN;800.1
PE;349.6
RJ;
RO;440.7
AM;
DF;421.1
PA;354.7
PE;483.0
PR;363.1
BA;386.7
PA;714.7
BA;
GO;452.4
AL;
SP;
BA;467.6
PR;643.4
MS;438.6
RJ;631.5
PB;480.8
MG;
ES;508.3
BA;
BA;564.1
BA;
SP;630.0
MA;
BA;
SP;559.4
BA;404.7
PI;588.2
BA;598.6
RN;379.1
SP;658.3
RS;526.9
BA;420.3
RS;683.7
PE;715.0
RJ;739.2
PR;443.6
BA;479.6
BA;435.7
SP;697.4
RS;
TO;438.6
PA;358.1
PB;437.4
RJ;352.1
MT;513.7
BA;394.0
SP;506.0
SP;680.3
BA;
SP;637.7
TO;490.6
BA;497.5
AP;
CE;374.5
BA;
PE;468.8
SC;789.0
PR;444.6
SP;480.6
PI;417.6
PE;339.9
SP;708.0
PB;381.4
BA;329.8
CE;584.0
SP;
RJ;680.4
RJ;511.0
MG;514.7
PA;
PE;352.0
PE;350.6
MG;414.7
PA;410.3
MG;522.9
RJ;629.7
AM;599.7
CE;564.6
SC;590.5
MA;
SC;
CE;630.7
MG;752.7
PA;719.0
PA;
SP;
CE;599.5
PA;361.9
MG;491.2
PA;430.6
ES;577.1
GO;
RJ;508.1
PR;
BA;566.9
MG;444.4
CE;660.2
MG;567.6
RN;643.4
PE;541.2
MA;353.2
PE;693.5
PA;
RS;712.0
SP;560.4
RS;431.5
MG;643.9
PA;425.7
RJ;
MT;
PE;519.2
RJ;436.4
PA;574.6
PB;374.3
BA;405.8
MG;487.0
SP;486.4
SP;
PE;503.1
SP;450.6
SP;
PA;
MA;
CE;404.1
RJ;418.4
SP;459.1
MG;637.7
SP;528.4
MG;722.9
SP;
PA;378.5
MS;543.2
MA;467.3
RN;374.5
SP;
BA;485.7
RS;398.3
AM;
SP;672.5
PA;516.3
BA;483.0
AL;375.6
PI;570.0
MG;
PA;
CE;584.4
RS;
TO;391.3
PI;419.1
AM;500.5
MS;501.3
ES;607.3
MG;
CE;
BA;500.7
RJ;458.7
RO;334.7
MG;
MA;648.8
BA;367.2
BA;484.1
ES;
PA;653.6
GO;624.2
AM;
PE;379.1
AM;420.3
RJ;686.5
SP;745.4
ES;664.0
MG;504.6
PA;548.7
SP;
RN;351.1
PE;414.6
SP;366.5
CE;400.3
AC;
SC;
MG;658.9
GO;597.1
PI;428.1
PB;772.5
SP;551.9
PE;511.5
RS;
AP;
BA;
PR;685.6
PA;499.2
GO;
CE;487.3
SC;556.1
MG;378.9
SP;471.9
DF;475.1
DF;629.4
CE;496.5
PB;383.7
MA;494.9
RJ;600.6
AL;
SC;703.2
MG;
MA;426.5
SP;733.0
BA;529.6
CE;591.7
PR;624.7
SP;444.6
PA;758.4
PA;330.5
MA;410.2
PA;473.3
SP;
GO;451.7
ES;408.1
SP;
BA;563.9
BA;
SP;567.1
AP;718.7
CE;
PI;451.5
RJ;587.6
CE;481.3
RN;
AM;
RN;
MS;
RJ;
PI;446.3
PA;409.0
TO;756.8
MT;625.7
AM;
MG;656.6
RS;453.5
PB;471.7
RJ;
SP;
AL;434.3
AL;592.0
BA;
SC;
RS;
BA;613.8
PB;579.0
PI;
MG;492.1
